"","pop1","pop2","actual","X_1","X_2"
"432","Wetteren","Astridlaan",0.185961449233926,41,19
"433","Wetteren","Wetteren",0,41,41
"434","Wetteren","Mt St Frieux",0.196347113369909,41,1
"435","Wetteren","Sangatte",0.195422828708749,41,3
"436","Wetteren","HB-Pylyserlaan",0.152452834230809,41,16
"437","Wetteren","HB-Doornpanne",0.168490359986817,41,14
"438","Wetteren","Witte Burg",0.190247391934847,41,18
"439","Wetteren","Ter Yde IWVA",0.167589700987201,41,23
"440","Wetteren","Veurne",0.161296263789815,41,6
"441","Wetteren","Slack",0.223339590953914,41,2
"442","Wetteren","HB-Noord",0.211545508228608,41,13
"443","Wetteren","Belvedere",0.150092860479914,41,12
"444","Wetteren","Westhoek NO",0.164004843632366,41,9
"445","Wetteren","Westhoek Oost",0.168721809991623,41,10
"446","Wetteren","Oosthoekduinen",0.166042067546488,41,11
"447","Wetteren","Schipgatduinen",0.24047570403937,41,17
"448","Wetteren","HB-Oost",0.21149110030181,41,15
"449","Wetteren","Zwinbosjes",0.236453443451565,41,38
"450","Wetteren","Ter Yde West",0.17209104899487,41,22
"451","Wetteren","Plaatsduinen",0.163397525866157,41,20
"452","Wetteren","Westhoek Zuid",0.181975539971112,41,4
"453","Wetteren","Kopberg",0.29557988633467,41,47
"454","Wetteren","Keiheuvel",0.374068977127533,41,48
"455","Wetteren","Kortenhoeff-NL",0.444771313372176,41,42
"456","Wetteren","Arendschot",0.354980693357461,41,45
"457","Wetteren","Kalmthout",0.250977632747768,41,43
"458","Wetteren","Hamont-Achel3",0.380053122629054,41,50
"459","Wetteren","Hamont-Achel2",0.418002227789515,41,49
"460","Wetteren","Hamont-Achel1",0.341903496320306,41,51
"461","Wetteren","Vloethemveld-Zuid",0.206529593945314,41,40
"462","Wetteren","Raversijde2",0.197711699376956,41,30
"463","Wetteren","Vloethemveld-Noord",0.227802319025778,41,39
"464","Wetteren","DuinbossenDeHaan",0.246415664369231,41,36
"465","Wetteren","Raversijde1",0.228092904253602,41,29
"466","Wetteren","Raversijde3",0.239398809309294,41,31
"467","Wetteren","Bredene",0.216688337186821,41,35
"468","Wetteren","Fort Napoleon",0.286444682492998,41,33
"469","Wetteren","Averbode",0.234601552515033,41,44
"470","Wetteren","Sint-Laureins2",0.20372573526785,41,27
"471","Wetteren","Sint-Laureins1",0.207468380020791,41,26
"472","Wetteren","WarandeduinenMiddelkerke",0.245282832120247,41,28
"473","Wetteren","Raversijde4",0.235834318679491,41,32
"474","Wetteren","SpanjaardduinenOostende",0.199736690070363,41,34
"475","Wetteren","Zwinbosjes-grazed",0.22238592471879,41,37
"476","Wetteren","Harchies",0.356651098604311,41,52
"477","Wetteren","Lagland",0.427538893756755,41,53
"478","Mt St Frieux","Simliduinen",0.0998773926714744,1,25
"479","Mt St Frieux","Cabour",0.110073183188503,1,5
"480","Mt St Frieux","Tropiflora",0.0667883013017456,1,7
"481","Mt St Frieux","Westhoek vissersdorp",0.093892055763934,1,8
"482","Mt St Frieux","Geel-Bel",0.136964284304069,1,46
"483","Mt St Frieux","Karthuizerduinen",0.092399242900992,1,24
"484","Mt St Frieux","Oostvoordduinen",0.0901513269117193,1,21
"485","Mt St Frieux","Astridlaan",0.0927011826237336,1,19
"486","Mt St Frieux","Wetteren",0.196347113369909,1,41
"487","Mt St Frieux","Mt St Frieux",0,1,1
"488","Mt St Frieux","Sangatte",0.0521911305458328,1,3
"489","Mt St Frieux","HB-Pylyserlaan",0.0823385610555212,1,16
"490","Mt St Frieux","HB-Doornpanne",0.0807992275272211,1,14
"491","Mt St Frieux","Witte Burg",0.0925778674031285,1,18
"492","Mt St Frieux","Ter Yde IWVA",0.0772309955352184,1,23
"493","Mt St Frieux","Veurne",0.0680929428971414,1,6
"494","Mt St Frieux","Slack",0.0428674348153512,1,2
"495","Mt St Frieux","HB-Noord",0.107401353164019,1,13
"496","Mt St Frieux","Belvedere",0.0936256358406493,1,12
"497","Mt St Frieux","Westhoek NO",0.0645183594371112,1,9
"498","Mt St Frieux","Westhoek Oost",0.0969862719057843,1,10
"499","Mt St Frieux","Oosthoekduinen",0.0665107419642866,1,11
"500","Mt St Frieux","Schipgatduinen",0.10331222755824,1,17
"501","Mt St Frieux","HB-Oost",0.0768000261077251,1,15
"502","Mt St Frieux","Zwinbosjes",0.120235743788336,1,38
"503","Mt St Frieux","Ter Yde West",0.0894152056265019,1,22
"504","Mt St Frieux","Plaatsduinen",0.0693650355428785,1,20
"505","Mt St Frieux","Westhoek Zuid",0.0603404008159627,1,4
"506","Mt St Frieux","Kopberg",0.135168990138174,1,47
"507","Mt St Frieux","Keiheuvel",0.187891185033369,1,48
"508","Mt St Frieux","Kortenhoeff-NL",0.306419956126815,1,42
"509","Mt St Frieux","Arendschot",0.172214590387229,1,45
"510","Mt St Frieux","Kalmthout",0.185009636799872,1,43
"511","Mt St Frieux","Hamont-Achel3",0.200879560630362,1,50
"512","Mt St Frieux","Hamont-Achel2",0.291687369618415,1,49
"513","Mt St Frieux","Hamont-Achel1",0.209514846545345,1,51
"514","Mt St Frieux","Vloethemveld-Zuid",0.0994158105860653,1,40
"515","Mt St Frieux","Raversijde2",0.0971948066384752,1,30
"516","Mt St Frieux","Vloethemveld-Noord",0.141992981402162,1,39
"517","Mt St Frieux","DuinbossenDeHaan",0.0908940519607664,1,36
"518","Mt St Frieux","Raversijde1",0.125121009896477,1,29
"519","Mt St Frieux","Raversijde3",0.13782535648994,1,31
"520","Mt St Frieux","Bredene",0.116589584365591,1,35
"521","Mt St Frieux","Fort Napoleon",0.177606673467519,1,33
"522","Mt St Frieux","Averbode",0.0989038892658023,1,44
"523","Mt St Frieux","Sint-Laureins2",0.101184552314597,1,27
"524","Mt St Frieux","Sint-Laureins1",0.137366361272054,1,26
"525","Mt St Frieux","WarandeduinenMiddelkerke",0.143949333890007,1,28
"526","Mt St Frieux","Raversijde4",0.170081956669809,1,32
"527","Mt St Frieux","SpanjaardduinenOostende",0.123608795540908,1,34
"528","Mt St Frieux","Zwinbosjes-grazed",0.0955446219994876,1,37
"529","Mt St Frieux","Harchies",0.19064863166843,1,52
"530","Mt St Frieux","Lagland",0.206079357071385,1,53
"531","Sangatte","Simliduinen",0.0665438145128733,3,25
"532","Sangatte","Cabour",0.0560079747660748,3,5
"533","Sangatte","Tropiflora",0.0452523103705759,3,7
"534","Sangatte","Westhoek vissersdorp",0.0501725136111205,3,8
"535","Sangatte","Geel-Bel",0.139236439397834,3,46
"536","Sangatte","Karthuizerduinen",0.0492950886156173,3,24
"537","Sangatte","Oostvoordduinen",0.0527953072308348,3,21
"538","Sangatte","Astridlaan",0.0549348252639222,3,19
"539","Sangatte","Wetteren",0.195422828708749,3,41
"540","Sangatte","Mt St Frieux",0.0521911305458328,3,1
"541","Sangatte","Sangatte",0,3,3
"542","Sangatte","HB-Pylyserlaan",0.0492636696560124,3,16
"543","Sangatte","HB-Doornpanne",0.0668276862321775,3,14
"544","Sangatte","Witte Burg",0.0560480988981875,3,18
"545","Sangatte","Ter Yde IWVA",0.0356500653474833,3,23
"546","Sangatte","Veurne",0.0580850596244312,3,6
"547","Sangatte","Slack",0.0568425775604746,3,2
"548","Sangatte","HB-Noord",0.0684063735410198,3,13
"549","Sangatte","Belvedere",0.0459738325979382,3,12
"550","Sangatte","Westhoek NO",0.0351989765019307,3,9
"551","Sangatte","Westhoek Oost",0.0572531275968174,3,10
"552","Sangatte","Oosthoekduinen",0.044788674983681,3,11
"553","Sangatte","Schipgatduinen",0.0807705084839538,3,17
"554","Sangatte","HB-Oost",0.0564333141016277,3,15
"555","Sangatte","Zwinbosjes",0.102431313809893,3,38
"556","Sangatte","Ter Yde West",0.0539896231647806,3,22
"557","Sangatte","Plaatsduinen",0.0532744518535632,3,20
"558","Sangatte","Westhoek Zuid",0.0396222556711736,3,4
"559","Sangatte","Kopberg",0.128185481037014,3,47
"560","Sangatte","Keiheuvel",0.223831224555694,3,48
"561","Sangatte","Kortenhoeff-NL",0.308416788218452,3,42
"562","Sangatte","Arendschot",0.169297729936838,3,45
"563","Sangatte","Kalmthout",0.204918430961612,3,43
"564","Sangatte","Hamont-Achel3",0.189791136579176,3,50
"565","Sangatte","Hamont-Achel2",0.242967485179598,3,49
"566","Sangatte","Hamont-Achel1",0.186249976754226,3,51
"567","Sangatte","Vloethemveld-Zuid",0.10146975530105,3,40
"568","Sangatte","Raversijde2",0.0792368140867153,3,30
"569","Sangatte","Vloethemveld-Noord",0.158951123244632,3,39
"570","Sangatte","DuinbossenDeHaan",0.0636979569252616,3,36
"571","Sangatte","Raversijde1",0.103023827143541,3,29
"572","Sangatte","Raversijde3",0.13328141258669,3,31
"573","Sangatte","Bredene",0.0898914919092581,3,35
"574","Sangatte","Fort Napoleon",0.102757334839877,3,33
"575","Sangatte","Averbode",0.0978550823548082,3,44
"576","Sangatte","Sint-Laureins2",0.0808640522003958,3,27
"577","Sangatte","Sint-Laureins1",0.098313043173092,3,26
"578","Sangatte","WarandeduinenMiddelkerke",0.111224217603466,3,28
"579","Sangatte","Raversijde4",0.126391133757043,3,32
"580","Sangatte","SpanjaardduinenOostende",0.0790988490849683,3,34
"581","Sangatte","Zwinbosjes-grazed",0.0872183127535558,3,37
"582","Sangatte","Harchies",0.240611835364173,3,52
"583","Sangatte","Lagland",0.191007373653628,3,53
"584","HB-Pylyserlaan","Simliduinen",0.0487793013783417,16,25
"585","HB-Pylyserlaan","Cabour",0.0431588562730218,16,5
"586","HB-Pylyserlaan","Tropiflora",0.0359890250195325,16,7
"587","HB-Pylyserlaan","Westhoek vissersdorp",0.0528090196732715,16,8
"588","HB-Pylyserlaan","Geel-Bel",0.127470723269007,16,46
"589","HB-Pylyserlaan","Karthuizerduinen",0.0343378611289711,16,24
"590","HB-Pylyserlaan","Oostvoordduinen",0.0435738522377077,16,21
"591","HB-Pylyserlaan","Astridlaan",0.0290553843929296,16,19
"592","HB-Pylyserlaan","Wetteren",0.152452834230809,16,41
"593","HB-Pylyserlaan","Mt St Frieux",0.0823385610555212,16,1
"594","HB-Pylyserlaan","Sangatte",0.0492636696560124,16,3
"595","HB-Pylyserlaan","HB-Pylyserlaan",0,16,16
"596","HB-Pylyserlaan","HB-Doornpanne",0.0429661776424687,16,14
"597","HB-Pylyserlaan","Witte Burg",0.0516934924749506,16,18
"598","HB-Pylyserlaan","Ter Yde IWVA",0.0532192597947676,16,23
"599","HB-Pylyserlaan","Veurne",0.0531071356538013,16,6
"600","HB-Pylyserlaan","Slack",0.082073213040097,16,2
"601","HB-Pylyserlaan","HB-Noord",0.0405675575696138,16,13
"602","HB-Pylyserlaan","Belvedere",0.0406587066998262,16,12
"603","HB-Pylyserlaan","Westhoek NO",0.0380989923636643,16,9
"604","HB-Pylyserlaan","Westhoek Oost",0.0462478546498802,16,10
"605","HB-Pylyserlaan","Oosthoekduinen",0.0397076675105796,16,11
"606","HB-Pylyserlaan","Schipgatduinen",0.0713123912550802,16,17
"607","HB-Pylyserlaan","HB-Oost",0.0529753887631849,16,15
"608","HB-Pylyserlaan","Zwinbosjes",0.107597844841059,16,38
"609","HB-Pylyserlaan","Ter Yde West",0.0440135744301959,16,22
"610","HB-Pylyserlaan","Plaatsduinen",0.0376301831581929,16,20
"611","HB-Pylyserlaan","Westhoek Zuid",0.0367977245474672,16,4
"612","HB-Pylyserlaan","Kopberg",0.114145984876828,16,47
"613","HB-Pylyserlaan","Keiheuvel",0.200477002175918,16,48
"614","HB-Pylyserlaan","Kortenhoeff-NL",0.259211031493394,16,42
"615","HB-Pylyserlaan","Arendschot",0.171192354507429,16,45
"616","HB-Pylyserlaan","Kalmthout",0.173480385649385,16,43
"617","HB-Pylyserlaan","Hamont-Achel3",0.152489507729988,16,50
"618","HB-Pylyserlaan","Hamont-Achel2",0.203119378469728,16,49
"619","HB-Pylyserlaan","Hamont-Achel1",0.138923088699228,16,51
"620","HB-Pylyserlaan","Vloethemveld-Zuid",0.0949746446848061,16,40
"621","HB-Pylyserlaan","Raversijde2",0.0770128888302893,16,30
"622","HB-Pylyserlaan","Vloethemveld-Noord",0.132537733283916,16,39
"623","HB-Pylyserlaan","DuinbossenDeHaan",0.0902133020166298,16,36
"624","HB-Pylyserlaan","Raversijde1",0.115274663994048,16,29
"625","HB-Pylyserlaan","Raversijde3",0.101457360091362,16,31
"626","HB-Pylyserlaan","Bredene",0.0828107363144655,16,35
"627","HB-Pylyserlaan","Fort Napoleon",0.116907386694921,16,33
"628","HB-Pylyserlaan","Averbode",0.085688884091742,16,44
"629","HB-Pylyserlaan","Sint-Laureins2",0.0701684823230307,16,27
"630","HB-Pylyserlaan","Sint-Laureins1",0.078800742228605,16,26
"631","HB-Pylyserlaan","WarandeduinenMiddelkerke",0.104467034581161,16,28
"632","HB-Pylyserlaan","Raversijde4",0.106013294883086,16,32
"633","HB-Pylyserlaan","SpanjaardduinenOostende",0.073807839700673,16,34
"634","HB-Pylyserlaan","Zwinbosjes-grazed",0.111941725281408,16,37
"635","HB-Pylyserlaan","Harchies",0.226335017016291,16,52
"636","HB-Pylyserlaan","Lagland",0.236128377994424,16,53
"637","HB-Doornpanne","Simliduinen",0.0357579192135156,14,25
"638","HB-Doornpanne","Cabour",0.0654712127486916,14,5
"639","HB-Doornpanne","Tropiflora",0.0456604320261694,14,7
"640","HB-Doornpanne","Westhoek vissersdorp",0.0426600654876559,14,8
"641","HB-Doornpanne","Geel-Bel",0.148897054795944,14,46
"642","HB-Doornpanne","Karthuizerduinen",0.0514903138429005,14,24
"643","HB-Doornpanne","Oostvoordduinen",0.0449861797457635,14,21
"644","HB-Doornpanne","Astridlaan",0.0452123152712385,14,19
"645","HB-Doornpanne","Wetteren",0.168490359986817,14,41
"646","HB-Doornpanne","Mt St Frieux",0.0807992275272211,14,1
"647","HB-Doornpanne","Sangatte",0.0668276862321775,14,3
"648","HB-Doornpanne","HB-Pylyserlaan",0.0429661776424687,14,16
"649","HB-Doornpanne","HB-Doornpanne",0,14,14
"650","HB-Doornpanne","Witte Burg",0.0418504440457309,14,18
"651","HB-Doornpanne","Ter Yde IWVA",0.0471005457889942,14,23
"652","HB-Doornpanne","Veurne",0.0578232112275696,14,6
"653","HB-Doornpanne","Slack",0.0748174709619279,14,2
"654","HB-Doornpanne","HB-Noord",0.0565091762116717,14,13
"655","HB-Doornpanne","Belvedere",0.0608045845199941,14,12
"656","HB-Doornpanne","Westhoek NO",0.0441666348693926,14,9
"657","HB-Doornpanne","Westhoek Oost",0.0448461720914201,14,10
"658","HB-Doornpanne","Oosthoekduinen",0.0510029175269743,14,11
"659","HB-Doornpanne","Schipgatduinen",0.0581618007924966,14,17
"660","HB-Doornpanne","HB-Oost",0.0595366427638055,14,15
"661","HB-Doornpanne","Zwinbosjes",0.11247370049339,14,38
"662","HB-Doornpanne","Ter Yde West",0.0525779430755457,14,22
"663","HB-Doornpanne","Plaatsduinen",0.0312958981465166,14,20
"664","HB-Doornpanne","Westhoek Zuid",0.0422430321415948,14,4
"665","HB-Doornpanne","Kopberg",0.126653220631986,14,47
"666","HB-Doornpanne","Keiheuvel",0.212650825303652,14,48
"667","HB-Doornpanne","Kortenhoeff-NL",0.213764233599429,14,42
"668","HB-Doornpanne","Arendschot",0.199865537781398,14,45
"669","HB-Doornpanne","Kalmthout",0.184119992711497,14,43
"670","HB-Doornpanne","Hamont-Achel3",0.194146372319099,14,50
"671","HB-Doornpanne","Hamont-Achel2",0.253763099148484,14,49
"672","HB-Doornpanne","Hamont-Achel1",0.173577502199343,14,51
"673","HB-Doornpanne","Vloethemveld-Zuid",0.0986873598394808,14,40
"674","HB-Doornpanne","Raversijde2",0.0714355336451575,14,30
"675","HB-Doornpanne","Vloethemveld-Noord",0.182374513289371,14,39
"676","HB-Doornpanne","DuinbossenDeHaan",0.0866483631560371,14,36
"677","HB-Doornpanne","Raversijde1",0.11729276750199,14,29
"678","HB-Doornpanne","Raversijde3",0.0668597385678729,14,31
"679","HB-Doornpanne","Bredene",0.0958253993800611,14,35
"680","HB-Doornpanne","Fort Napoleon",0.107934474948744,14,33
"681","HB-Doornpanne","Averbode",0.110509600821449,14,44
"682","HB-Doornpanne","Sint-Laureins2",0.0837292469644397,14,27
"683","HB-Doornpanne","Sint-Laureins1",0.0769459095279627,14,26
"684","HB-Doornpanne","WarandeduinenMiddelkerke",0.0706947953157825,14,28
"685","HB-Doornpanne","Raversijde4",0.147488307891294,14,32
"686","HB-Doornpanne","SpanjaardduinenOostende",0.0774860436051424,14,34
"687","HB-Doornpanne","Zwinbosjes-grazed",0.117054715816871,14,37
"688","HB-Doornpanne","Harchies",0.209516913331397,14,52
"689","HB-Doornpanne","Lagland",0.189189983464935,14,53
"690","Witte Burg","Simliduinen",0.0332800610236582,18,25
"691","Witte Burg","Cabour",0.038930084448409,18,5
"692","Witte Burg","Tropiflora",0.0446496978478195,18,7
"693","Witte Burg","Westhoek vissersdorp",0.0443915096114455,18,8
"694","Witte Burg","Geel-Bel",0.13308383586087,18,46
"695","Witte Burg","Karthuizerduinen",0.0608604481168761,18,24
"696","Witte Burg","Oostvoordduinen",0.0307977051725847,18,21
"697","Witte Burg","Astridlaan",0.0448569148209157,18,19
"698","Witte Burg","Wetteren",0.190247391934847,18,41
"699","Witte Burg","Mt St Frieux",0.0925778674031285,18,1
"700","Witte Burg","Sangatte",0.0560480988981875,18,3
"701","Witte Burg","HB-Pylyserlaan",0.0516934924749506,18,16
"702","Witte Burg","HB-Doornpanne",0.0418504440457309,18,14
"703","Witte Burg","Witte Burg",0,18,18
"704","Witte Burg","Ter Yde IWVA",0.0388801885672599,18,23
"705","Witte Burg","Veurne",0.0470183024491668,18,6
"706","Witte Burg","Slack",0.075875959208659,18,2
"707","Witte Burg","HB-Noord",0.0662691348197739,18,13
"708","Witte Burg","Belvedere",0.052069482859759,18,12
"709","Witte Burg","Westhoek NO",0.0462509723471068,18,9
"710","Witte Burg","Westhoek Oost",0.0508605172799309,18,10
"711","Witte Burg","Oosthoekduinen",0.0434480373575099,18,11
"712","Witte Burg","Schipgatduinen",0.052228556780272,18,17
"713","Witte Burg","HB-Oost",0.0417838710828124,18,15
"714","Witte Burg","Zwinbosjes",0.119044662244504,18,38
"715","Witte Burg","Ter Yde West",0.0384710886580886,18,22
"716","Witte Burg","Plaatsduinen",0.0347541282370528,18,20
"717","Witte Burg","Westhoek Zuid",0.0535578998900014,18,4
"718","Witte Burg","Kopberg",0.125551527511166,18,47
"719","Witte Burg","Keiheuvel",0.227464057984059,18,48
"720","Witte Burg","Kortenhoeff-NL",0.226557431186997,18,42
"721","Witte Burg","Arendschot",0.156470365445399,18,45
"722","Witte Burg","Kalmthout",0.183978912364879,18,43
"723","Witte Burg","Hamont-Achel3",0.178690351549813,18,50
"724","Witte Burg","Hamont-Achel2",0.228806789622421,18,49
"725","Witte Burg","Hamont-Achel1",0.189684912602993,18,51
"726","Witte Burg","Vloethemveld-Zuid",0.117663075712317,18,40
"727","Witte Burg","Raversijde2",0.0710192825223689,18,30
"728","Witte Burg","Vloethemveld-Noord",0.159159046243959,18,39
"729","Witte Burg","DuinbossenDeHaan",0.0799857159260985,18,36
"730","Witte Burg","Raversijde1",0.100863848593212,18,29
"731","Witte Burg","Raversijde3",0.116189844911869,18,31
"732","Witte Burg","Bredene",0.0692543785985277,18,35
"733","Witte Burg","Fort Napoleon",0.0901881026354076,18,33
"734","Witte Burg","Averbode",0.109429254800243,18,44
"735","Witte Burg","Sint-Laureins2",0.0781545765805212,18,27
"736","Witte Burg","Sint-Laureins1",0.09956295701814,18,26
"737","Witte Burg","WarandeduinenMiddelkerke",0.075570985942051,18,28
"738","Witte Burg","Raversijde4",0.138763486171273,18,32
"739","Witte Burg","SpanjaardduinenOostende",0.0692764501620294,18,34
"740","Witte Burg","Zwinbosjes-grazed",0.117935277322886,18,37
"741","Witte Burg","Harchies",0.23667989495825,18,52
"742","Witte Burg","Lagland",0.182001331346808,18,53
"743","Ter Yde IWVA","Simliduinen",0.0316138390173711,23,25
"744","Ter Yde IWVA","Cabour",0.0519941587765012,23,5
"745","Ter Yde IWVA","Tropiflora",0.0335965059724128,23,7
"746","Ter Yde IWVA","Westhoek vissersdorp",0.0294650812664687,23,8
"747","Ter Yde IWVA","Geel-Bel",0.160565070121769,23,46
"748","Ter Yde IWVA","Karthuizerduinen",0.0437527565038087,23,24
"749","Ter Yde IWVA","Oostvoordduinen",0.0331862962272951,23,21
"750","Ter Yde IWVA","Astridlaan",0.0376511172954638,23,19
"751","Ter Yde IWVA","Wetteren",0.167589700987201,23,41
"752","Ter Yde IWVA","Mt St Frieux",0.0772309955352184,23,1
"753","Ter Yde IWVA","Sangatte",0.0356500653474833,23,3
"754","Ter Yde IWVA","HB-Pylyserlaan",0.0532192597947676,23,16
"755","Ter Yde IWVA","HB-Doornpanne",0.0471005457889942,23,14
"756","Ter Yde IWVA","Witte Burg",0.0388801885672599,23,18
"757","Ter Yde IWVA","Ter Yde IWVA",0,23,23
"758","Ter Yde IWVA","Veurne",0.0601071375716052,23,6
"759","Ter Yde IWVA","Slack",0.0761097259088879,23,2
"760","Ter Yde IWVA","HB-Noord",0.0629601783087109,23,13
"761","Ter Yde IWVA","Belvedere",0.0392688449356448,23,12
"762","Ter Yde IWVA","Westhoek NO",0.0368322449733785,23,9
"763","Ter Yde IWVA","Westhoek Oost",0.050648111948272,23,10
"764","Ter Yde IWVA","Oosthoekduinen",0.0354024254822481,23,11
"765","Ter Yde IWVA","Schipgatduinen",0.0517521463568758,23,17
"766","Ter Yde IWVA","HB-Oost",0.0545075715617552,23,15
"767","Ter Yde IWVA","Zwinbosjes",0.103332826437682,23,38
"768","Ter Yde IWVA","Ter Yde West",0.0426209635285291,23,22
"769","Ter Yde IWVA","Plaatsduinen",0.0341357400222013,23,20
"770","Ter Yde IWVA","Westhoek Zuid",0.0333307907599566,23,4
"771","Ter Yde IWVA","Kopberg",0.15349978854108,23,47
"772","Ter Yde IWVA","Keiheuvel",0.242324663907841,23,48
"773","Ter Yde IWVA","Kortenhoeff-NL",0.307652059494612,23,42
"774","Ter Yde IWVA","Arendschot",0.192654968784814,23,45
"775","Ter Yde IWVA","Kalmthout",0.181083773937778,23,43
"776","Ter Yde IWVA","Hamont-Achel3",0.199353762945076,23,50
"777","Ter Yde IWVA","Hamont-Achel2",0.237627579340594,23,49
"778","Ter Yde IWVA","Hamont-Achel1",0.198819838681068,23,51
"779","Ter Yde IWVA","Vloethemveld-Zuid",0.0946192242955046,23,40
"780","Ter Yde IWVA","Raversijde2",0.0506116939460074,23,30
"781","Ter Yde IWVA","Vloethemveld-Noord",0.154027610762174,23,39
"782","Ter Yde IWVA","DuinbossenDeHaan",0.0699915252568293,23,36
"783","Ter Yde IWVA","Raversijde1",0.0871488003604817,23,29
"784","Ter Yde IWVA","Raversijde3",0.129017881039296,23,31
"785","Ter Yde IWVA","Bredene",0.0697935987969399,23,35
"786","Ter Yde IWVA","Fort Napoleon",0.0877131379790354,23,33
"787","Ter Yde IWVA","Averbode",0.120546180639799,23,44
"788","Ter Yde IWVA","Sint-Laureins2",0.0826109575936078,23,27
"789","Ter Yde IWVA","Sint-Laureins1",0.0833016929819021,23,26
"790","Ter Yde IWVA","WarandeduinenMiddelkerke",0.0703370123356083,23,28
"791","Ter Yde IWVA","Raversijde4",0.122918253257568,23,32
"792","Ter Yde IWVA","SpanjaardduinenOostende",0.0723110679330046,23,34
"793","Ter Yde IWVA","Zwinbosjes-grazed",0.0964175209403117,23,37
"794","Ter Yde IWVA","Harchies",0.261904734913188,23,52
"795","Ter Yde IWVA","Lagland",0.171659105343762,23,53
"796","Veurne","Simliduinen",0.046574388416946,6,25
"797","Veurne","Cabour",0.0518201191248166,6,5
"798","Veurne","Tropiflora",0.0391596955041737,6,7
"799","Veurne","Westhoek vissersdorp",0.0432135903131113,6,8
"800","Veurne","Geel-Bel",0.12476340404365,6,46
"801","Veurne","Karthuizerduinen",0.0489151786659493,6,24
"802","Veurne","Oostvoordduinen",0.0443392165871131,6,21
"803","Veurne","Astridlaan",0.0549220538681827,6,19
"804","Veurne","Wetteren",0.161296263789815,6,41
"805","Veurne","Mt St Frieux",0.0680929428971414,6,1
"806","Veurne","Sangatte",0.0580850596244312,6,3
"807","Veurne","HB-Pylyserlaan",0.0531071356538013,6,16
"808","Veurne","HB-Doornpanne",0.0578232112275696,6,14
"809","Veurne","Witte Burg",0.0470183024491668,6,18
"810","Veurne","Ter Yde IWVA",0.0601071375716052,6,23
"811","Veurne","Veurne",0,6,6
"812","Veurne","Slack",0.0709438710591445,6,2
"813","Veurne","HB-Noord",0.0660673753553346,6,13
"814","Veurne","Belvedere",0.0486236567717336,6,12
"815","Veurne","Westhoek NO",0.0394647277940189,6,9
"816","Veurne","Westhoek Oost",0.0443262563185252,6,10
"817","Veurne","Oosthoekduinen",0.0262107435052232,6,11
"818","Veurne","Schipgatduinen",0.0793168294280546,6,17
"819","Veurne","HB-Oost",0.0415121776054674,6,15
"820","Veurne","Zwinbosjes",0.11426768714167,6,38
"821","Veurne","Ter Yde West",0.0421316309395593,6,22
"822","Veurne","Plaatsduinen",0.0406686184634228,6,20
"823","Veurne","Westhoek Zuid",0.042672601975428,6,4
"824","Veurne","Kopberg",0.111005686543223,6,47
"825","Veurne","Keiheuvel",0.201129881418687,6,48
"826","Veurne","Kortenhoeff-NL",0.251314139590119,6,42
"827","Veurne","Arendschot",0.164604241860071,6,45
"828","Veurne","Kalmthout",0.157104671495147,6,43
"829","Veurne","Hamont-Achel3",0.163698425390955,6,50
"830","Veurne","Hamont-Achel2",0.238341809657238,6,49
"831","Veurne","Hamont-Achel1",0.187793330243972,6,51
"832","Veurne","Vloethemveld-Zuid",0.0977666544301587,6,40
"833","Veurne","Raversijde2",0.0721389281747375,6,30
"834","Veurne","Vloethemveld-Noord",0.126907853554465,6,39
"835","Veurne","DuinbossenDeHaan",0.0676486116700916,6,36
"836","Veurne","Raversijde1",0.0877393230023414,6,29
"837","Veurne","Raversijde3",0.123868497923363,6,31
"838","Veurne","Bredene",0.0794689588846307,6,35
"839","Veurne","Fort Napoleon",0.0933321364207926,6,33
"840","Veurne","Averbode",0.0829821780277767,6,44
"841","Veurne","Sint-Laureins2",0.0734184017987846,6,27
"842","Veurne","Sint-Laureins1",0.0705772638431261,6,26
"843","Veurne","WarandeduinenMiddelkerke",0.105422353467807,6,28
"844","Veurne","Raversijde4",0.121597045537221,6,32
"845","Veurne","SpanjaardduinenOostende",0.0898395597026752,6,34
"846","Veurne","Zwinbosjes-grazed",0.136937089211803,6,37
"847","Veurne","Harchies",0.234072427072805,6,52
"848","Veurne","Lagland",0.183900087064455,6,53
"849","Slack","Simliduinen",0.104422926218942,2,25
"850","Slack","Cabour",0.100418733047565,2,5
"851","Slack","Tropiflora",0.0592731947813156,2,7
"852","Slack","Westhoek vissersdorp",0.0908159999865137,2,8
"853","Slack","Geel-Bel",0.103029059547559,2,46
"854","Slack","Karthuizerduinen",0.0845769020221087,2,24
"855","Slack","Oostvoordduinen",0.0873893566392241,2,21
"856","Slack","Astridlaan",0.0807793023245012,2,19
"857","Slack","Wetteren",0.223339590953914,2,41
"858","Slack","Mt St Frieux",0.0428674348153512,2,1
"859","Slack","Sangatte",0.0568425775604746,2,3
"860","Slack","HB-Pylyserlaan",0.082073213040097,2,16
"861","Slack","HB-Doornpanne",0.0748174709619279,2,14
"862","Slack","Witte Burg",0.075875959208659,2,18
"863","Slack","Ter Yde IWVA",0.0761097259088879,2,23
"864","Slack","Veurne",0.0709438710591445,2,6
"865","Slack","Slack",0,2,2
"866","Slack","HB-Noord",0.0950408317647051,2,13
"867","Slack","Belvedere",0.0828412767358554,2,12
"868","Slack","Westhoek NO",0.0647313358260868,2,9
