"","locus","chi2","df","Pr.chi2","Pr.exact","pop"
"670","AGBro57",3.69473279507882,1,0.054584524594833,0.153,"HB-Oost2018"
"671","AGBro76",3.53057199211045,3,0.316818628825731,0.295,"HB-Oost2018"
"672","AGBro9",28.8888888888889,21,0.116694736812585,0.042,"HB-Oost2018"
"673","AGBro110",2.34796186719264,3,0.503395002801091,0.443,"Zwinbosjes2018"
"674","AGBro111",6.1297052154195,6,0.408818511103171,0.404,"Zwinbosjes2018"
"675","AGBro116",1.06706172839506,3,0.785030865357586,1,"Zwinbosjes2018"
"676","AGBro12",13.1945719824508,15,0.587272209314751,0.298,"Zwinbosjes2018"
"677","AGBro138",0.93041138023837,1,0.334756050996069,0.328,"Zwinbosjes2018"
"678","AGBro144",12.7941230486685,15,0.618196165633465,0.845,"Zwinbosjes2018"
"679","AGBro153",1.55017301038062,6,0.956092346251561,0.912,"Zwinbosjes2018"
"680","AGBro16",0.078125,1,0.779854617964919,1,"Zwinbosjes2018"
"681","AGBro161",1.27488032249937,3,0.735106458016569,0.827,"Zwinbosjes2018"
"682","AGBro20",0.131482834185537,1,0.716899512979824,1,"Zwinbosjes2018"
"683","AGBro218",0,1,1,1,"Zwinbosjes2018"
"684","AGBro227",2.12576185521035,3,0.546718572090464,0.435,"Zwinbosjes2018"
"685","AGBro234",0.62546969638517,3,0.89057770928308,0.91,"Zwinbosjes2018"
"686","AGBro266",0.246913580246914,1,0.619256754176862,1,"Zwinbosjes2018"
"687","AGBro299",5.15941670785961,6,0.523535527527297,0.573,"Zwinbosjes2018"
"688","AGBro307",0.0453514739229026,1,0.831359055457996,1,"Zwinbosjes2018"
"689","AGBro32",1.72839506172839,3,0.630639484590267,0.487,"Zwinbosjes2018"
"690","AGBro337",0.314100509546641,1,0.575174781853156,1,"Zwinbosjes2018"
"691","AGBro35",2.32097572756913,1,0.127639939233524,0.133,"Zwinbosjes2018"
"692","AGBro375",0.125718696240867,1,0.722913010173955,0.678,"Zwinbosjes2018"
"693","AGBro403",12.0275329066538,21,0.938871553729466,0.881,"Zwinbosjes2018"
"694","AGBro419",20.9778911564626,10,0.021248260644091,0.364,"Zwinbosjes2018"
"695","AGBro467",41.9262782401902,10,7.72858014164157e-06,0.064,"Zwinbosjes2018"
"696","AGBro480",4.88527576319784,6,0.558609488812402,0.607,"Zwinbosjes2018"
"697","AGBro487",0.899908172635446,3,0.825449969044708,1,"Zwinbosjes2018"
"698","AGBro57",0.0131492439184747,1,0.908706572535466,1,"Zwinbosjes2018"
"699","AGBro76",2.42202268431002,3,0.489548273465016,0.494,"Zwinbosjes2018"
"700","AGBro9",28.2561728395062,36,0.817945992670074,0.853,"Zwinbosjes2018"
"701","AGBro110",1.6408415217939,3,0.650165139026292,0.616,"Ter Yde West2018"
"702","AGBro111",19.5138888888889,10,0.0342006015255031,0.006,"Ter Yde West2018"
"703","AGBro116",3.33333333333333,3,0.343030146138244,0.251,"Ter Yde West2018"
"704","AGBro12",0.72814310909549,3,0.866565282474116,1,"Ter Yde West2018"
"705","AGBro138",0.123456790123457,1,0.725315148237577,1,"Ter Yde West2018"
"706","AGBro144",13.75,21,0.88009630608605,0.68,"Ter Yde West2018"
"707","AGBro153",1.83673469387755,3,0.606973866669387,0.632,"Ter Yde West2018"
"708","AGBro16",0.0277008310249308,1,0.867814107693651,1,"Ter Yde West2018"
"709","AGBro161",4.44444444444444,6,0.616761218583876,0.537,"Ter Yde West2018"
"710","AGBro20",0.0277008310249308,1,0.867814107693651,1,"Ter Yde West2018"
"711","AGBro218",1.83673469387755,1,0.175334143776601,0.481,"Ter Yde West2018"
"712","AGBro227",1.51715976331361,3,0.678315566659678,0.305,"Ter Yde West2018"
"713","AGBro234",1.46394557823129,3,0.690616316868703,0.796,"Ter Yde West2018"
"714","AGBro266",1.11111111111111,1,0.291840545143789,1,"Ter Yde West2018"
"715","AGBro299",1.13378684807256,3,0.768924694354939,0.675,"Ter Yde West2018"
"716","AGBro307",1.83673469387755,1,0.175334143776601,0.471,"Ter Yde West2018"
"717","AGBro32",2.33471074380165,3,0.5059038829522,0.288,"Ter Yde West2018"
"718","AGBro337",0.277777777777778,1,0.598161452683528,0.571,"Ter Yde West2018"
"719","AGBro35",3.40277777777778,1,0.0650867264927669,0.076,"Ter Yde West2018"
"720","AGBro375",0.4,1,0.527089256865538,0.496,"Ter Yde West2018"
"721","AGBro403",21.875,21,0.40674364913451,0.468,"Ter Yde West2018"
"722","AGBro419",2.92570677186062,3,0.403222137551622,0.133,"Ter Yde West2018"
"723","AGBro467",17.7777777777778,15,0.27452863513945,0.18,"Ter Yde West2018"
"724","AGBro480",8.19444444444444,6,0.224201182559698,0.149,"Ter Yde West2018"
"725","AGBro487",4.73140495867769,6,0.578694624254511,0.475,"Ter Yde West2018"
"726","AGBro57",2.25,1,0.133614402537715,0.165,"Ter Yde West2018"
"727","AGBro76",1.94731404958678,3,0.583413557246873,0.743,"Ter Yde West2018"
"728","AGBro9",16.2621315192744,15,0.364847417568518,0.319,"Ter Yde West2018"
"729","AGBro110",2.98,3,0.394719072919059,0.605,"Plaatsduinen2018"
"730","AGBro111",14.1333333333333,10,0.166996280530942,0.228,"Plaatsduinen2018"
"731","AGBro116",5.9373150887574,6,0.430248652003933,0.634,"Plaatsduinen2018"
"732","AGBro12",7.32216066481994,6,0.292078582045447,0.418,"Plaatsduinen2018"
"733","AGBro138",1.20987654320988,1,0.271356573571598,0.272,"Plaatsduinen2018"
"734","AGBro144",26.3820861678005,15,0.03419331414017,0.182,"Plaatsduinen2018"
"735","AGBro153",0.263011713561164,3,0.966827930448928,1,"Plaatsduinen2018"
"736","AGBro16",0,0,1,1,"Plaatsduinen2018"
"737","AGBro161",3.19952662721894,6,0.783419654291574,0.665,"Plaatsduinen2018"
"738","AGBro20",0.148760330578512,1,0.699722856696672,1,"Plaatsduinen2018"
"739","AGBro218",0.444760125725663,1,0.504833848245638,0.627,"Plaatsduinen2018"
"740","AGBro227",37.2098765432099,15,0.0011791633856344,0.309,"Plaatsduinen2018"
"741","AGBro234",2.73864247640471,3,0.433700302926407,0.409,"Plaatsduinen2018"
"742","AGBro266",3.9421000266932,1,0.0470919553567656,0.084,"Plaatsduinen2018"
"743","AGBro299",13.125,6,0.0410933284423423,0.046,"Plaatsduinen2018"
"744","AGBro307",1.90125,1,0.167938470988012,0.171,"Plaatsduinen2018"
"745","AGBro32",0.0758981278461799,1,0.782935084421737,1,"Plaatsduinen2018"
"746","AGBro337",1.20987654320988,1,0.271356573571598,0.254,"Plaatsduinen2018"
"747","AGBro35",13.0617283950617,1,0.000301391184946431,0.001,"Plaatsduinen2018"
"748","AGBro375",4.5,1,0.0338948535246892,0.046,"Plaatsduinen2018"
"749","AGBro403",15.9444471612304,21,0.77276426107559,0.537,"Plaatsduinen2018"
"750","AGBro419",6.37543252595156,3,0.0947067354756829,0.069,"Plaatsduinen2018"
"751","AGBro467",23.94,21,0.295974791450372,0.086,"Plaatsduinen2018"
"752","AGBro480",2.10396975425331,6,0.909892337203756,0.82,"Plaatsduinen2018"
"753","AGBro487",0.3762,3,0.945113923412264,1,"Plaatsduinen2018"
"754","AGBro57",18,1,2.20904969986391e-05,0.003,"Plaatsduinen2018"
"755","AGBro76",1.44,3,0.696185872403128,0.836,"Plaatsduinen2018"
"756","AGBro9",32.45,21,0.0526828316318539,0.02,"Plaatsduinen2018"
"757","AGBro110",1.92979591836735,3,0.587104902127848,0.479,"Westhoek Zuid2018"
"758","AGBro111",36.3333333333333,21,0.0200527877447181,0.05,"Westhoek Zuid2018"
"759","AGBro116",9.65553719008265,3,0.0217329958374115,0.007,"Westhoek Zuid2018"
"760","AGBro12",36.0592592592593,15,0.00173333337682857,0.015,"Westhoek Zuid2018"
"761","AGBro138",0.148148148148148,1,0.70031137293689,1,"Westhoek Zuid2018"
"762","AGBro144",10.9866666666667,15,0.753538974940823,0.482,"Westhoek Zuid2018"
"763","AGBro153",5.75591715976331,3,0.124108442352162,0.134,"Westhoek Zuid2018"
"764","AGBro16",0,0,1,1,"Westhoek Zuid2018"
"765","AGBro161",1.89164201183432,3,0.595198432879755,0.488,"Westhoek Zuid2018"
"766","AGBro20",0,0,1,1,"Westhoek Zuid2018"
"767","AGBro218",7.50379490639231,3,0.0574610247307692,0.022,"Westhoek Zuid2018"
"768","AGBro227",24.2991689750693,10,0.00684469265839394,0.18,"Westhoek Zuid2018"
"769","AGBro234",2.18294051627385,3,0.535316369489419,0.602,"Westhoek Zuid2018"
"770","AGBro266",4.6875,1,0.0303828219765775,0.042,"Westhoek Zuid2018"
"771","AGBro299",1.1912925170068,3,0.755093474525332,0.557,"Westhoek Zuid2018"
"772","AGBro307",6.69421487603306,1,0.00967262549412173,0.038,"Westhoek Zuid2018"
"773","AGBro32",0.818181818181818,1,0.365712296281513,0.559,"Westhoek Zuid2018"
"774","AGBro337",0.148148148148148,1,0.70031137293689,1,"Westhoek Zuid2018"
"775","AGBro35",10,1,0.0015654022580025,0.057,"Westhoek Zuid2018"
"776","AGBro375",0.912592592592593,3,0.82238791222934,0.576,"Westhoek Zuid2018"
"777","AGBro403",25.71,10,0.00415043284431571,0.006,"Westhoek Zuid2018"
"778","AGBro419",1.79591836734694,3,0.615823547402043,0.638,"Westhoek Zuid2018"
"779","AGBro467",19.7932098765432,21,0.534391333359906,0.842,"Westhoek Zuid2018"
"780","AGBro480",1.87190170185721,1,0.171257434085255,0.225,"Westhoek Zuid2018"
"781","AGBro487",24.8533333333333,6,0.000363476268958607,0.041,"Westhoek Zuid2018"
"782","AGBro57",3.7037037037037,1,0.0542918283668546,0.107,"Westhoek Zuid2018"
"783","AGBro76",2.1375,6,0.906628167490787,0.835,"Westhoek Zuid2018"
"784","AGBro9",8.1,15,0.919710972045936,0.99,"Westhoek Zuid2018"
"785","AGBro110",5.48429752066116,6,0.483356591263437,0.524,"Geel-Bel2020"
"786","AGBro111",2.75848765432099,6,0.838491167267638,1,"Geel-Bel2020"
"787","AGBro116",1.87310979618672,3,0.599156082284603,0.779,"Geel-Bel2020"
"788","AGBro12",28.8566666666667,28,0.419824822914028,0.045,"Geel-Bel2020"
"789","AGBro138",0.0249433106575964,1,0.874508401253085,1,"Geel-Bel2020"
"790","AGBro144",2.76693636034295,6,0.837478595339811,0.667,"Geel-Bel2020"
"791","AGBro153",0.54320987654321,3,0.909300853994827,1,"Geel-Bel2020"
"792","AGBro16",8.58906525573192,6,0.198041528691593,0.223,"Geel-Bel2020"
"793","AGBro161",3.91510204081633,3,0.270778711268018,0.195,"Geel-Bel2020"
"794","AGBro20",0.0249433106575964,1,0.874508401253085,1,"Geel-Bel2020"
"795","AGBro218",3.69473279507882,1,0.054584524594833,0.14,"Geel-Bel2020"
"796","AGBro227",1.11111111111111,3,0.774392516971433,1,"Geel-Bel2020"
"797","AGBro234",2.18294051627385,3,0.535316369489419,0.565,"Geel-Bel2020"
"798","AGBro266",2.44444444444444,3,0.485414927734592,0.214,"Geel-Bel2020"
"799","AGBro299",2.0625,3,0.559536441313357,0.336,"Geel-Bel2020"
"800","AGBro307",10.4,3,0.0154548272168578,0.007,"Geel-Bel2020"
"801","AGBro32",0.7975,3,0.850064906561763,0.629,"Geel-Bel2020"
"802","AGBro337",0.933333333333333,3,0.81737715860741,0.78,"Geel-Bel2020"
"803","AGBro35",6.04276816608997,1,0.0139633731354741,0.034,"Geel-Bel2020"
"804","AGBro375",2.39555555555556,1,0.121680515285649,0.486,"Geel-Bel2020"
"805","AGBro403",25.8988888888889,21,0.210330677670214,0.05,"Geel-Bel2020"
"806","AGBro419",0.00102030405060709,1,0.974518146188997,1,"Geel-Bel2020"
"807","AGBro467",4.88165680473373,10,0.898941860458892,1,"Geel-Bel2020"
"808","AGBro480",3.225,3,0.358218394627564,0.439,"Geel-Bel2020"
"809","AGBro487",0.0249433106575964,1,0.874508401253085,1,"Geel-Bel2020"
"810","AGBro57",8,1,0.00467773498104729,0.005,"Geel-Bel2020"
"811","AGBro76",0.54320987654321,3,0.909300853994827,1,"Geel-Bel2020"
"812","AGBro9",19.5555555555556,10,0.0337479667948802,0.058,"Geel-Bel2020"
"813","AGBro110",3.77741967375185,6,0.706767432727619,0.658,"Kopberg2020"
"814","AGBro111",18.208928083054,15,0.251840968858498,0.491,"Kopberg2020"
"815","AGBro116",10.4543895747599,3,0.0150735124833566,0.014,"Kopberg2020"
"816","AGBro12",47.486710841606,28,0.0121629190538038,0.069,"Kopberg2020"
"817","AGBro138",0.0131492439184747,1,0.908706572535466,1,"Kopberg2020"
"818","AGBro144",4.90635108481262,6,0.555879310797616,0.362,"Kopberg2020"
"819","AGBro153",4.34259259259259,3,0.226767781361167,0.172,"Kopberg2020"
"820","AGBro16",0.383491599707816,3,0.943631229895559,1,"Kopberg2020"
"821","AGBro161",5.33504132231405,3,0.148844705441265,0.159,"Kopberg2020"
"822","AGBro20",0.0124925639500297,1,0.911005664836226,1,"Kopberg2020"
"823","AGBro218",11.2562350780533,1,0.000793560028131135,0.012,"Kopberg2020"
"824","AGBro227",1.96875,10,0.996574093386039,0.743,"Kopberg2020"
"825","AGBro234",5.03195767195767,3,0.169471947706356,0.162,"Kopberg2020"
"826","AGBro266",0.00194156804733725,1,0.964854004235326,1,"Kopberg2020"
"827","AGBro299",8.18277737196656,1,0.00422899616877548,0.088,"Kopberg2020"
"828","AGBro307",7.6125,3,0.054737225144451,0.015,"Kopberg2020"
"829","AGBro32",2.23528757661187,3,0.525031304386279,0.475,"Kopberg2020"
"830","AGBro337",3.03673469387755,3,0.385996013770802,0.387,"Kopberg2020"
"831","AGBro35",17.0544996539792,1,3.63222063527457e-05,0,"Kopberg2020"
"832","AGBro375",7.38946559015763,1,0.00656069785845581,0.029,"Kopberg2020"
"833","AGBro403",12.5,10,0.252985323309298,0.21,"Kopberg2020"
"834","AGBro419",0.125718696240867,1,0.722913010173955,0.648,"Kopberg2020"
"835","AGBro467",16.6825208085612,15,0.338194813176751,0.266,"Kopberg2020"
"836","AGBro480",0.899908172635446,1,0.342806334629711,0.643,"Kopberg2020"
"837","AGBro487",14.3393824826717,3,0.00247777183701048,0.006,"Kopberg2020"
"838","AGBro57",9.453125,1,0.00210789659663868,0.008,"Kopberg2020"
"839","AGBro76",2.53037037037037,3,0.469827471863849,0.362,"Kopberg2020"
"840","AGBro9",15.4412672176309,21,0.800177129962371,0.587,"Kopberg2020"
"841","AGBro110",4.06666666666667,6,0.66765489240909,0.489,"Keiheuvel2020"
"842","AGBro111",7.85777777777778,6,0.248709183316446,0.172,"Keiheuvel2020"
"843","AGBro116",0.123456790123457,1,0.725315148237577,1,"Keiheuvel2020"
"844","AGBro12",15.4666666666667,15,0.418353574540814,0.516,"Keiheuvel2020"
"845","AGBro138",0.163265306122449,1,0.686167849855239,1,"Keiheuvel2020"
"846","AGBro144",8.54875283446712,6,0.200591036222299,0.391,"Keiheuvel2020"
"847","AGBro153",3.69473279507882,1,0.054584524594833,0.133,"Keiheuvel2020"
"848","AGBro16",2.89940828402367,3,0.40739587262931,0.629,"Keiheuvel2020"
"849","AGBro161",0.64,3,0.887217281585166,1,"Keiheuvel2020"
"850","AGBro20",0,0,1,1,"Keiheuvel2020"
"851","AGBro218",0.625,1,0.429195300440349,1,"Keiheuvel2020"
"852","AGBro227",1.92743764172336,3,0.587603022112265,0.694,"Keiheuvel2020"
"853","AGBro234",1.35308641975309,3,0.716567416816841,0.74,"Keiheuvel2020"
"854","AGBro266",0.277777777777778,1,0.598161452683528,0.585,"Keiheuvel2020"
"855","AGBro299",0.311418685121107,3,0.957866822244294,1,"Keiheuvel2020"
"856","AGBro307",3.6734693877551,3,0.298950767021456,0.309,"Keiheuvel2020"
"857","AGBro32",2.8125,3,0.421446326178102,0.543,"Keiheuvel2020"
"858","AGBro337",2.89940828402367,3,0.40739587262931,0.509,"Keiheuvel2020"
"859","AGBro35",2.7225,1,0.098942936067296,0.181,"Keiheuvel2020"
"860","AGBro375",0.4,1,0.527089256865538,0.476,"Keiheuvel2020"
"861","AGBro403",30.5325443786982,15,0.0101396317262872,0.027,"Keiheuvel2020"
"862","AGBro419",0.0978142736384495,1,0.754468526649911,1,"Keiheuvel2020"
"863","AGBro467",2.89940828402367,6,0.821362173311465,1,"Keiheuvel2020"
"864","AGBro480",1.7151311090705,1,0.1903209864388,0.518,"Keiheuvel2020"
"865","AGBro487",12.0444444444444,6,0.060984616337164,0.004,"Keiheuvel2020"
"866","AGBro57",0.311418685121107,1,0.576810925536172,1,"Keiheuvel2020"
"867","AGBro76",3.95555555555555,3,0.266303493119793,0.11,"Keiheuvel2020"
"868","AGBro9",30.2040816326531,21,0.0879630950553492,0.001,"Keiheuvel2020"
"869","AGBro110",9.44636678200692,3,0.0239088263763253,0.15,"Kortenhoeff-NL2020"
"870","AGBro111",3.55621301775148,3,0.313544330526961,0.248,"Kortenhoeff-NL2020"
"871","AGBro116",3.285,3,0.349735827889523,0.145,"Kortenhoeff-NL2020"
"872","AGBro12",13.9,10,0.177601981373213,0.382,"Kortenhoeff-NL2020"
"873","AGBro138",5.28402766065104,1,0.0215219067408339,0.035,"Kortenhoeff-NL2020"
"874","AGBro144",0.348943985307622,3,0.950575239150192,1,"Kortenhoeff-NL2020"
"875","AGBro153",0.00102030405060709,1,0.974518146188997,1,"Kortenhoeff-NL2020"
"876","AGBro16",2.34,3,0.504901308189213,0.532,"Kortenhoeff-NL2020"
"877","AGBro161",0.36,1,0.548506235500147,1,"Kortenhoeff-NL2020"
"878","AGBro20",0,0,1,1,"Kortenhoeff-NL2020"
"879","AGBro218",0,1,1,1,"Kortenhoeff-NL2020"
"880","AGBro227",3.57208448117539,3,0.311532644070653,0.179,"Kortenhoeff-NL2020"
"881","AGBro234",0.0311418685121107,1,0.859924253238214,1,"Kortenhoeff-NL2020"
"882","AGBro266",1.40625,1,0.235679913429038,0.305,"Kortenhoeff-NL2020"
"883","AGBro299",0.0311418685121107,1,0.859924253238214,1,"Kortenhoeff-NL2020"
"884","AGBro307",5.7825,3,0.122685118149588,0.063,"Kortenhoeff-NL2020"
"885","AGBro32",0.0226757369614513,1,0.880303370447462,1,"Kortenhoeff-NL2020"
"886","AGBro337",0.0277008310249308,1,0.867814107693651,1,"Kortenhoeff-NL2020"
"887","AGBro35",1.55188246097337,1,0.212857753697881,0.237,"Kortenhoeff-NL2020"
"888","AGBro375",0.734693877551021,1,0.391365938307552,1,"Kortenhoeff-NL2020"
"889","AGBro403",2.1,6,0.910275569875393,1,"Kortenhoeff-NL2020"
"890","AGBro419",3.87777777777778,3,0.274967966060002,0.189,"Kortenhoeff-NL2020"
"891","AGBro467",0.924444444444444,3,0.819525152002243,1,"Kortenhoeff-NL2020"
"892","AGBro480",0.734693877551021,3,0.865014827795268,1,"Kortenhoeff-NL2020"
"893","AGBro487",6.17777777777778,6,0.403573011354165,0.477,"Kortenhoeff-NL2020"
"894","AGBro57",3.40277777777778,1,0.0650867264927669,0.082,"Kortenhoeff-NL2020"
"895","AGBro76",0.123456790123457,1,0.725315148237577,1,"Kortenhoeff-NL2020"
"896","AGBro9",3.18641975308642,6,0.785111745664831,0.605,"Kortenhoeff-NL2020"
"897","AGBro110",0.888888888888889,6,0.989475908070918,1,"Arendschot2020"
"898","AGBro111",4.88888888888889,6,0.558141057480459,0.865,"Arendschot2020"
"899","AGBro116",0.142857142857143,1,0.705456986111273,1,"Arendschot2020"
"900","AGBro12",12.4807256235828,6,0.0520645300617391,0.008,"Arendschot2020"
"901","AGBro138",0,0,1,1,"Arendschot2020"
"902","AGBro144",7.08641975308642,3,0.0691937000649993,0.03,"Arendschot2020"
"903","AGBro153",0.888888888888889,3,0.82810831458754,1,"Arendschot2020"
"904","AGBro16",0.453514739229025,1,0.500670569296129,0.508,"Arendschot2020"
"905","AGBro161",0.0355555555555556,1,0.850436268312347,1,"Arendschot2020"
"906","AGBro20",0,0,1,1,"Arendschot2020"
"907","AGBro218",1.5,1,0.220671361919847,0.498,"Arendschot2020"
"908","AGBro227",0.888888888888889,1,0.34577858615116,1,"Arendschot2020"
"909","AGBro234",7.10204081632653,3,0.0687155309350392,0.151,"Arendschot2020"
"910","AGBro266",0.888888888888889,1,0.34577858615116,0.369,"Arendschot2020"
"911","AGBro299",3.9375,6,0.685134177657118,0.774,"Arendschot2020"
"912","AGBro307",1.21527777777778,1,0.270289384801699,0.444,"Arendschot2020"
"913","AGBro32",0.0414201183431953,1,0.838729137404802,1,"Arendschot2020"
"914","AGBro337",2.88,1,0.089686021770364,0.437,"Arendschot2020"
"915","AGBro35",0.520661157024793,1,0.470559787433862,1,"Arendschot2020"
"916","AGBro375",0.0414201183431953,1,0.838729137404802,1,"Arendschot2020"
"917","AGBro403",9.57142857142857,10,0.478862248365411,0.613,"Arendschot2020"
"918","AGBro419",2.98666666666667,3,0.39368548568047,0.479,"Arendschot2020"
"919","AGBro467",11.76,10,0.301439929625304,0.068,"Arendschot2020"
"920","AGBro480",0.42603550295858,1,0.513940706238362,1,"Arendschot2020"
"921","AGBro487",9.11111111111111,6,0.167425016427189,0.161,"Arendschot2020"
"922","AGBro57",0,0,1,1,"Arendschot2020"
"923","AGBro76",0.194444444444445,1,0.659243003692631,1,"Arendschot2020"
"924","AGBro9",0.453514739229025,1,0.500670569296129,0.54,"Arendschot2020"
"925","AGBro110",1.94444444444444,3,0.584017155299992,0.527,"Kalmthout12020"
"926","AGBro111",3.85,10,0.953860112966884,0.841,"Kalmthout12020"
"927","AGBro116",0.48,1,0.488422316622594,1,"Kalmthout12020"
"928","AGBro12",14.85,15,0.462275063508092,0.469,"Kalmthout12020"
"929","AGBro138",0.54320987654321,1,0.461105485525426,1,"Kalmthout12020"
"930","AGBro144",15.1640816326531,6,0.0190182090117289,0.056,"Kalmthout12020"
"931","AGBro153",2.18294051627385,3,0.535316369489419,0.589,"Kalmthout12020"
"932","AGBro16",0.285039635688986,3,0.962817119108731,1,"Kalmthout12020"
"933","AGBro161",0.782222222222222,1,0.376462365767638,0.522,"Kalmthout12020"
"934","AGBro20",0.0249433106575964,1,0.874508401253085,1,"Kalmthout12020"
"935","AGBro218",2,1,0.157299207050285,0.21,"Kalmthout12020"
"936","AGBro227",0.123456790123457,1,0.725315148237577,1,"Kalmthout12020"
"937","AGBro234",6.02083333333333,3,0.110601025707489,0.175,"Kalmthout12020"
"938","AGBro266",4.14742997845491,1,0.0416977662369904,0.152,"Kalmthout12020"
"939","AGBro299",0.274238227146814,3,0.964798447467566,1,"Kalmthout12020"
"940","AGBro307",0.4,1,0.527089256865538,0.468,"Kalmthout12020"
"941","AGBro32",1.18530612244898,1,0.276278415808018,0.274,"Kalmthout12020"
"942","AGBro337",4.59863945578231,1,0.0319973393763915,0.126,"Kalmthout12020"
"943","AGBro35",4.05484693877551,1,0.0440447116472535,0.074,"Kalmthout12020"
"944","AGBro375",0.148148148148148,1,0.70031137293689,1,"Kalmthout12020"
"945","AGBro403",20.5037037037037,10,0.0248327690557995,0.003,"Kalmthout12020"
"946","AGBro419",11.3150295857988,3,0.0101388409526708,0.019,"Kalmthout12020"
"947","AGBro467",6.83360946745562,10,0.74105433048436,0.683,"Kalmthout12020"
"948","AGBro480",3.05333333333333,3,0.383475098841968,0.284,"Kalmthout12020"
"949","AGBro487",1.94721088435374,3,0.583435249916579,0.513,"Kalmthout12020"
"950","AGBro57",0.140625,1,0.707660466654553,1,"Kalmthout12020"
"951","AGBro76",8.59074990943123,6,0.197935580655529,0.343,"Kalmthout12020"
"952","AGBro9",18.4027777777778,10,0.0485377103380721,0.075,"Kalmthout12020"
"953","AGBro110",0,0,1,1,"Kalmthout22020"
"954","AGBro111",10.2,6,0.116478343134176,0.01,"Kalmthout22020"
"955","AGBro116",0.0816326530612245,1,0.775096962195985,1,"Kalmthout22020"
"956","AGBro12",11.8,6,0.0665822063201653,0.235,"Kalmthout22020"
"957","AGBro138",5,1,0.0253473186774683,0.04,"Kalmthout22020"
"958","AGBro144",6.8,6,0.33973988819612,0.348,"Kalmthout22020"
"959","AGBro153",2.8,3,0.42349991705546,0.616,"Kalmthout22020"
"960","AGBro16",1.3718820861678,1,0.241488778331904,0.321,"Kalmthout22020"
"961","AGBro161",0.0617283950617284,1,0.803784706253101,1,"Kalmthout22020"
"962","AGBro20",0.3125,1,0.576150122030579,1,"Kalmthout22020"
"963","AGBro218",0.918367346938775,1,0.337904019103005,1,"Kalmthout22020"
"964","AGBro227",5.10204081632653,3,0.164475898095158,0.099,"Kalmthout22020"
"965","AGBro234",1.38888888888889,3,0.708141292072524,0.642,"Kalmthout22020"
"966","AGBro266",0,0,1,1,"Kalmthout22020"
"967","AGBro299",0.444444444444444,3,0.930915749123649,1,"Kalmthout22020"
"968","AGBro307",0.3125,1,0.576150122030579,1,"Kalmthout22020"
"969","AGBro32",0.3125,1,0.576150122030579,1,"Kalmthout22020"
"970","AGBro337",0.0617283950617284,1,0.803784706253101,1,"Kalmthout22020"
"971","AGBro35",1.3718820861678,1,0.241488778331904,0.342,"Kalmthout22020"
"972","AGBro375",0,1,1,1,"Kalmthout22020"
"973","AGBro403",4.16,3,0.244697280581039,0.136,"Kalmthout22020"
"974","AGBro419",0.3125,3,0.957660678552518,1,"Kalmthout22020"
"975","AGBro467",1.44,3,0.696185872403128,1,"Kalmthout22020"
"976","AGBro480",0.0617283950617284,1,0.803784706253101,1,"Kalmthout22020"
"977","AGBro487",1.38888888888889,3,0.708141292072524,0.625,"Kalmthout22020"
"978","AGBro57",0.0816326530612245,1,0.775096962195985,1,"Kalmthout22020"
"979","AGBro76",0.0617283950617284,1,0.803784706253101,1,"Kalmthout22020"
"980","AGBro9",0.3125,3,0.957660678552518,1,"Kalmthout22020"
"981","AGBro110",1.34467455621302,3,0.718552976811802,0.518,"Hamont-Achel32020"
"982","AGBro111",3.64462809917355,6,0.724638627224083,0.662,"Hamont-Achel32020"
"983","AGBro116",2.8125,3,0.421446326178102,0.552,"Hamont-Achel32020"
"984","AGBro12",5.74,6,0.452936540036778,0.242,"Hamont-Achel32020"
"985","AGBro138",0,0,1,1,"Hamont-Achel32020"
"986","AGBro144",2.57142857142857,3,0.462520518296266,0.798,"Hamont-Achel32020"
"987","AGBro153",2.25,6,0.895330632636699,1,"Hamont-Achel32020"
"988","AGBro16",0,0,1,1,"Hamont-Achel32020"
"989","AGBro161",0.140625,3,0.986551787056879,1,"Hamont-Achel32020"
"990","AGBro20",0,0,1,1,"Hamont-Achel32020"
"991","AGBro218",2.25,1,0.133614402537715,0.467,"Hamont-Achel32020"
"992","AGBro227",0.140625,1,0.707660466654553,1,"Hamont-Achel32020"
"993","AGBro234",0.888888888888889,3,0.82810831458754,1,"Hamont-Achel32020"
"994","AGBro266",0.256535672120088,1,0.612510247035846,1,"Hamont-Achel32020"
"995","AGBro299",1.33586776859504,3,0.720634050089013,1,"Hamont-Achel32020"
"996","AGBro307",0,1,1,1,"Hamont-Achel32020"
"997","AGBro32",3.64462809917355,1,0.0562503652819669,0.159,"Hamont-Achel32020"
"998","AGBro337",0.09,1,0.764177155622095,1,"Hamont-Achel32020"
"999","AGBro35",5.28402766065104,1,0.0215219067408339,0.03,"Hamont-Achel32020"
"1000","AGBro375",0,1,1,1,"Hamont-Achel32020"
"1001","AGBro403",4.5,6,0.609339266998278,0.627,"Hamont-Achel32020"
"1002","AGBro419",5.28402766065104,1,0.0215219067408339,0.032,"Hamont-Achel32020"
"1003","AGBro467",0.256535672120088,1,0.612510247035846,1,"Hamont-Achel32020"
"1004","AGBro480",1.84,3,0.606269410946803,0.748,"Hamont-Achel32020"
"1005","AGBro487",1.36734693877551,3,0.713206318494355,0.73,"Hamont-Achel32020"
"1006","AGBro57",2.32047750229568,1,0.127680826158545,0.207,"Hamont-Achel32020"
