"","pairloci","Ia","p.Ia","pop"
"1","AGBro110:AGBro111",-0.0404052337773577,0.61,"Simliduinen2018"
"2","AGBro110:AGBro116",-0.0236838543781297,0.59,"Simliduinen2018"
"3","AGBro110:AGBro12",-0.0504107542942497,0.77,"Simliduinen2018"
"4","AGBro110:AGBro138",-0.140857897453022,0.97,"Simliduinen2018"
"5","AGBro110:AGBro144",0.104818064144974,0.19,"Simliduinen2018"
"6","AGBro110:AGBro153",0.0602991944764095,0.32,"Simliduinen2018"
"7","AGBro110:AGBro16",-0.115461896593972,0.66,"Simliduinen2018"
"8","AGBro110:AGBro161",0.021974268473187,0.4,"Simliduinen2018"
"9","AGBro110:AGBro20",0.0682688958551025,0.36,"Simliduinen2018"
"10","AGBro110:AGBro218",-0.0433848645983732,0.6,"Simliduinen2018"
"11","AGBro110:AGBro227",-0.0372745976037758,0.64,"Simliduinen2018"
"12","AGBro110:AGBro234",0.132809041431213,0.14,"Simliduinen2018"
"13","AGBro110:AGBro266",0.0802875057348218,0.24,"Simliduinen2018"
"14","AGBro110:AGBro299",0.101223112610713,0.21,"Simliduinen2018"
"15","AGBro110:AGBro307",0.0752042523870458,0.2,"Simliduinen2018"
"16","AGBro110:AGBro32",0.0586606726789283,0.23,"Simliduinen2018"
"17","AGBro110:AGBro337",-0.0235429008217084,0.6,"Simliduinen2018"
"18","AGBro110:AGBro35",0.0484541439334889,0.35,"Simliduinen2018"
"19","AGBro110:AGBro375",0.206087422901582,0.02,"Simliduinen2018"
"20","AGBro110:AGBro403",0.304110048649555,0.01,"Simliduinen2018"
"21","AGBro110:AGBro419",0.118092439823709,0.2,"Simliduinen2018"
"22","AGBro110:AGBro467",0.0431471329085789,0.28,"Simliduinen2018"
"23","AGBro110:AGBro480",0.0269849507005711,0.39,"Simliduinen2018"
"24","AGBro110:AGBro487",0.307817132157903,0.01,"Simliduinen2018"
"25","AGBro110:AGBro57",0.123708111493893,0.13,"Simliduinen2018"
"26","AGBro110:AGBro76",0.0869399670008886,0.29,"Simliduinen2018"
"27","AGBro110:AGBro9",0.131020671396083,0.06,"Simliduinen2018"
"28","AGBro111:AGBro116",-0.0914057936153395,0.86,"Simliduinen2018"
"29","AGBro111:AGBro12",0.0119945708784437,0.31,"Simliduinen2018"
"30","AGBro111:AGBro138",0.0760327525703379,0.18,"Simliduinen2018"
"31","AGBro111:AGBro144",0.0476245992422029,0.32,"Simliduinen2018"
"32","AGBro111:AGBro153",0.0576009328086287,0.26,"Simliduinen2018"
"33","AGBro111:AGBro16",-0.089523809523809,0.94,"Simliduinen2018"
"34","AGBro111:AGBro161",0.168757389624247,0.05,"Simliduinen2018"
"35","AGBro111:AGBro20",-0.0406272273699212,0.41,"Simliduinen2018"
"36","AGBro111:AGBro218",-0.148235630949824,0.98,"Simliduinen2018"
"37","AGBro111:AGBro227",-0.0279780347884772,0.57,"Simliduinen2018"
"38","AGBro111:AGBro234",0.00500711537447973,0.53,"Simliduinen2018"
"39","AGBro111:AGBro266",0.0295708338196956,0.37,"Simliduinen2018"
"40","AGBro111:AGBro299",0.303988137048311,0.04,"Simliduinen2018"
"41","AGBro111:AGBro307",-0.127839584304843,0.94,"Simliduinen2018"
"42","AGBro111:AGBro32",0.195136845611503,0.02,"Simliduinen2018"
"43","AGBro111:AGBro337",0.0635550369506028,0.22,"Simliduinen2018"
"44","AGBro111:AGBro35",0.105218050565316,0.17,"Simliduinen2018"
"45","AGBro111:AGBro375",-0.0957211423903055,0.84,"Simliduinen2018"
"46","AGBro111:AGBro403",-0.112640545144804,0.92,"Simliduinen2018"
"47","AGBro111:AGBro419",0.108754758020664,0.14,"Simliduinen2018"
"48","AGBro111:AGBro467",-0.151817362571343,0.96,"Simliduinen2018"
"49","AGBro111:AGBro480",0.205155216117457,0.07,"Simliduinen2018"
"50","AGBro111:AGBro487",0.0517252295030071,0.38,"Simliduinen2018"
"51","AGBro111:AGBro57",0.0602202794432265,0.29,"Simliduinen2018"
"52","AGBro111:AGBro76",-0.0367019735359455,0.72,"Simliduinen2018"
"53","AGBro111:AGBro9",-0.0720540577811492,0.72,"Simliduinen2018"
"54","AGBro116:AGBro12",0.0401753104455809,0.27,"Simliduinen2018"
"55","AGBro116:AGBro138",0.139081071491928,0.06,"Simliduinen2018"
"56","AGBro116:AGBro144",0.0166616681662162,0.53,"Simliduinen2018"
"57","AGBro116:AGBro153",-0.0186641781095854,0.62,"Simliduinen2018"
"58","AGBro116:AGBro16",0.0485654035401621,0.32,"Simliduinen2018"
"59","AGBro116:AGBro161",0.175796681590729,0.07,"Simliduinen2018"
"60","AGBro116:AGBro20",0.0169480477152728,0.35,"Simliduinen2018"
"61","AGBro116:AGBro218",0.0203037096569518,0.34,"Simliduinen2018"
"62","AGBro116:AGBro227",0.110969748374329,0.21,"Simliduinen2018"
"63","AGBro116:AGBro234",-0.0410164957646014,0.7,"Simliduinen2018"
"64","AGBro116:AGBro266",0.12803738317757,0.07,"Simliduinen2018"
"65","AGBro116:AGBro299",0.0103165298944898,0.44,"Simliduinen2018"
"66","AGBro116:AGBro307",0.0155514948874462,0.33,"Simliduinen2018"
"67","AGBro116:AGBro32",0.0605200945626476,0.28,"Simliduinen2018"
"68","AGBro116:AGBro337",0.0112102386846651,0.38,"Simliduinen2018"
"69","AGBro116:AGBro35",0.0468581963435244,0.24,"Simliduinen2018"
"70","AGBro116:AGBro375",0.0701866326367842,0.12,"Simliduinen2018"
"71","AGBro116:AGBro403",0.0518982793724301,0.25,"Simliduinen2018"
"72","AGBro116:AGBro419",2.22044604925031e-16,0.35,"Simliduinen2018"
"73","AGBro116:AGBro467",-0.0517437648763321,0.75,"Simliduinen2018"
"74","AGBro116:AGBro480",-0.00997085442552526,0.56,"Simliduinen2018"
"75","AGBro116:AGBro487",-0.0659606434827218,0.71,"Simliduinen2018"
"76","AGBro116:AGBro57",-0.0476758045292016,0.61,"Simliduinen2018"
"77","AGBro116:AGBro76",0.00971599402092682,0.5,"Simliduinen2018"
"78","AGBro116:AGBro9",0.0963367739324026,0.12,"Simliduinen2018"
"79","AGBro12:AGBro138",0.252884771656102,0.02,"Simliduinen2018"
"80","AGBro12:AGBro144",0.098806345699469,0.16,"Simliduinen2018"
"81","AGBro12:AGBro153",0.0441934691873314,0.38,"Simliduinen2018"
"82","AGBro12:AGBro16",-0.104229524384223,0.99,"Simliduinen2018"
"83","AGBro12:AGBro161",0.13351134846462,0.06,"Simliduinen2018"
"84","AGBro12:AGBro20",0.159589308632331,0.08,"Simliduinen2018"
"85","AGBro12:AGBro218",-0.0884787002784027,0.89,"Simliduinen2018"
"86","AGBro12:AGBro227",-0.075139266744397,0.76,"Simliduinen2018"
"87","AGBro12:AGBro234",0.0110420979986199,0.52,"Simliduinen2018"
"88","AGBro12:AGBro266",0.0842368640533777,0.18,"Simliduinen2018"
"89","AGBro12:AGBro299",0.14892281949383,0.06,"Simliduinen2018"
"90","AGBro12:AGBro307",-0.0593618600049471,0.69,"Simliduinen2018"
"91","AGBro12:AGBro32",0.25010931351115,0.02,"Simliduinen2018"
"92","AGBro12:AGBro337",0.0150068781524868,0.32,"Simliduinen2018"
"93","AGBro12:AGBro35",0.0174727425216661,0.4,"Simliduinen2018"
"94","AGBro12:AGBro375",-0.0694243563783628,0.82,"Simliduinen2018"
"95","AGBro12:AGBro403",-0.0325744688551886,0.58,"Simliduinen2018"
"96","AGBro12:AGBro419",-0.171583383503913,1,"Simliduinen2018"
"97","AGBro12:AGBro467",0.0671544869967375,0.24,"Simliduinen2018"
"98","AGBro12:AGBro480",0.0195421552205468,0.35,"Simliduinen2018"
"99","AGBro12:AGBro487",0.0113830392714851,0.5,"Simliduinen2018"
"100","AGBro12:AGBro57",-0.161040398450471,1,"Simliduinen2018"
"101","AGBro12:AGBro76",0.0715746421267893,0.26,"Simliduinen2018"
"102","AGBro12:AGBro9",0.082096389957852,0.14,"Simliduinen2018"
"103","AGBro138:AGBro144",-0.124273821644607,0.92,"Simliduinen2018"
"104","AGBro138:AGBro153",0.0640929647488691,0.21,"Simliduinen2018"
"105","AGBro138:AGBro16",-0.0499106861405905,0.95,"Simliduinen2018"
"106","AGBro138:AGBro161",0.205562631438643,0.05,"Simliduinen2018"
"107","AGBro138:AGBro20",-0.06247997436719,0.93,"Simliduinen2018"
"108","AGBro138:AGBro218",0.166136313179901,0.08,"Simliduinen2018"
"109","AGBro138:AGBro227",0.0397714718601054,0.23,"Simliduinen2018"
"110","AGBro138:AGBro234",0.0445584661085605,0.22,"Simliduinen2018"
"111","AGBro138:AGBro266",0.0468025015130116,0.26,"Simliduinen2018"
"112","AGBro138:AGBro299",-0.00930797248077697,0.38,"Simliduinen2018"
"113","AGBro138:AGBro307",-0.0422593279736138,0.68,"Simliduinen2018"
"114","AGBro138:AGBro32",0.0299060096838506,0.39,"Simliduinen2018"
"115","AGBro138:AGBro337",0.0713882390901019,0.12,"Simliduinen2018"
"116","AGBro138:AGBro35",-0.0897318242071989,0.95,"Simliduinen2018"
"117","AGBro138:AGBro375",0.00210814799198888,0.32,"Simliduinen2018"
"118","AGBro138:AGBro403",-0.00527537455159366,0.34,"Simliduinen2018"
"119","AGBro138:AGBro419",-0.100514327700221,0.91,"Simliduinen2018"
"120","AGBro138:AGBro467",-0.00278000864891581,0.53,"Simliduinen2018"
"121","AGBro138:AGBro480",-0.1086181731781,0.89,"Simliduinen2018"
"122","AGBro138:AGBro487",0.034882962769772,0.39,"Simliduinen2018"
"123","AGBro138:AGBro57",-0.0931113817837327,1,"Simliduinen2018"
"124","AGBro138:AGBro76",-0.00729805937966499,0.44,"Simliduinen2018"
"125","AGBro138:AGBro9",0.0245639017443933,0.31,"Simliduinen2018"
"126","AGBro144:AGBro153",0.270127509726521,0.5,"Simliduinen2018"
"127","AGBro144:AGBro16",-0.0163965864416531,0.64,"Simliduinen2018"
"128","AGBro144:AGBro161",-0.042040185471406,0.76,"Simliduinen2018"
"129","AGBro144:AGBro20",0.0133333333333336,0.69,"Simliduinen2018"
"130","AGBro144:AGBro218",-0.0129636048526862,0.57,"Simliduinen2018"
"131","AGBro144:AGBro227",-0.25500671541561,0.97,"Simliduinen2018"
"132","AGBro144:AGBro234",0.335872754413959,0.21,"Simliduinen2018"
"133","AGBro144:AGBro266",0.272088391145853,0.12,"Simliduinen2018"
"134","AGBro144:AGBro299",0.0629381171327357,0.29,"Simliduinen2018"
"135","AGBro144:AGBro307",0.166634335596508,0.03,"Simliduinen2018"
"136","AGBro144:AGBro32",0.337087778198949,0.04,"Simliduinen2018"
"137","AGBro144:AGBro337",-0.0391464422571194,0.77,"Simliduinen2018"
"138","AGBro144:AGBro35",-0.0017922867658825,0.91,"Simliduinen2018"
"139","AGBro144:AGBro375",0.0672280006603929,0.17,"Simliduinen2018"
"140","AGBro144:AGBro403",-0.00998083151563312,0.5,"Simliduinen2018"
"141","AGBro144:AGBro419",-0.0212000334737371,0.7,"Simliduinen2018"
"142","AGBro144:AGBro467",0.257383472717703,0.01,"Simliduinen2018"
"143","AGBro144:AGBro480",0.0774812210324436,0.26,"Simliduinen2018"
"144","AGBro144:AGBro487",0.402424764600898,0.04,"Simliduinen2018"
"145","AGBro144:AGBro57",-0.0201191673759962,0.63,"Simliduinen2018"
"146","AGBro144:AGBro76",0.373486815352372,0.03,"Simliduinen2018"
"147","AGBro144:AGBro9",0.150096944574447,0.07,"Simliduinen2018"
"148","AGBro153:AGBro16",0.0255119167505873,0.52,"Simliduinen2018"
"149","AGBro153:AGBro161",0.0887015177065771,0.26,"Simliduinen2018"
"150","AGBro153:AGBro20",0.0475054757848627,0.56,"Simliduinen2018"
"151","AGBro153:AGBro218",-0.101092043681747,0.86,"Simliduinen2018"
"152","AGBro153:AGBro227",-0.16644776119403,0.92,"Simliduinen2018"
"153","AGBro153:AGBro234",0.24196247007645,0.43,"Simliduinen2018"
"154","AGBro153:AGBro266",0.0917155314990228,0.77,"Simliduinen2018"
"155","AGBro153:AGBro299",0.00226167590184323,0.5,"Simliduinen2018"
"156","AGBro153:AGBro307",0.065189975747777,0.27,"Simliduinen2018"
"157","AGBro153:AGBro32",0.206883479108559,0.23,"Simliduinen2018"
"158","AGBro153:AGBro337",-0.0619246233044001,0.81,"Simliduinen2018"
"159","AGBro153:AGBro35",0.117029449423816,0.33,"Simliduinen2018"
"160","AGBro153:AGBro375",0.000792602377807095,0.46,"Simliduinen2018"
"161","AGBro153:AGBro403",-0.0597626681651406,0.7,"Simliduinen2018"
"162","AGBro153:AGBro419",-0.0106014953688203,0.54,"Simliduinen2018"
"163","AGBro153:AGBro467",0.118971719357764,0.05,"Simliduinen2018"
"164","AGBro153:AGBro480",0.0951406649616373,0.21,"Simliduinen2018"
"165","AGBro153:AGBro487",0.303203766965192,0.17,"Simliduinen2018"
"166","AGBro153:AGBro57",0.0742957383138996,0.27,"Simliduinen2018"
"167","AGBro153:AGBro76",0.242147415842823,0.35,"Simliduinen2018"
"168","AGBro153:AGBro9",0.0448025677889601,0.31,"Simliduinen2018"
"169","AGBro16:AGBro161",-0.0393875147232039,0.63,"Simliduinen2018"
"170","AGBro16:AGBro20",-0.0429725363489499,0.85,"Simliduinen2018"
"171","AGBro16:AGBro218",-0.0865424430641822,1,"Simliduinen2018"
"172","AGBro16:AGBro227",0.26200052232959,0.08,"Simliduinen2018"
"173","AGBro16:AGBro234",-0.0232710051441172,0.63,"Simliduinen2018"
"174","AGBro16:AGBro266",0,0.52,"Simliduinen2018"
"175","AGBro16:AGBro299",-0.109249219648431,1,"Simliduinen2018"
"176","AGBro16:AGBro307",0.052745926372963,0.25,"Simliduinen2018"
"177","AGBro16:AGBro32",0.0084167626472933,0.45,"Simliduinen2018"
"178","AGBro16:AGBro337",0.0341001794746287,0.19,"Simliduinen2018"
"179","AGBro16:AGBro35",0.288066331063074,0.22,"Simliduinen2018"
"180","AGBro16:AGBro375",-0.0429513343799058,0.8,"Simliduinen2018"
"181","AGBro16:AGBro403",-0.164926405837213,0.93,"Simliduinen2018"
"182","AGBro16:AGBro419",-0.0176834659593281,0.43,"Simliduinen2018"
"183","AGBro16:AGBro467",0.055549954632524,0.27,"Simliduinen2018"
"184","AGBro16:AGBro480",-0.139202363367799,0.92,"Simliduinen2018"
"185","AGBro16:AGBro487",-0.10265740434447,0.85,"Simliduinen2018"
"186","AGBro16:AGBro57",-0.0622721127452989,0.25,"Simliduinen2018"
"187","AGBro16:AGBro76",-0.107899369640525,0.91,"Simliduinen2018"
"188","AGBro16:AGBro9",-0.134370579915134,0.93,"Simliduinen2018"
"189","AGBro161:AGBro20",-0.0338480661662761,0.73,"Simliduinen2018"
"190","AGBro161:AGBro218",0.0475065886299073,0.18,"Simliduinen2018"
"191","AGBro161:AGBro227",0.0409777987718469,0.34,"Simliduinen2018"
"192","AGBro161:AGBro234",0.0724101884194692,0.27,"Simliduinen2018"
"193","AGBro161:AGBro266",0.0963819691577701,0.15,"Simliduinen2018"
"194","AGBro161:AGBro299",0.159845358908591,0.12,"Simliduinen2018"
"195","AGBro161:AGBro307",-0.0411541042272419,0.66,"Simliduinen2018"
"196","AGBro161:AGBro32",0.0530816868180479,0.32,"Simliduinen2018"
"197","AGBro161:AGBro337",0.075004632203076,0.18,"Simliduinen2018"
"198","AGBro161:AGBro35",-0.0091104643806148,0.5,"Simliduinen2018"
"199","AGBro161:AGBro375",-0.0728174344251599,0.82,"Simliduinen2018"
"200","AGBro161:AGBro403",0.105273469387756,0.18,"Simliduinen2018"
"201","AGBro161:AGBro419",-0.0734481996907443,0.75,"Simliduinen2018"
"202","AGBro161:AGBro467",0.114451034283234,0.11,"Simliduinen2018"
"203","AGBro161:AGBro480",0.188044989258183,0.06,"Simliduinen2018"
"204","AGBro161:AGBro487",-0.0132663928191082,0.58,"Simliduinen2018"
"205","AGBro161:AGBro57",-0.0470155355682746,0.69,"Simliduinen2018"
"206","AGBro161:AGBro76",0.0321622958931223,0.48,"Simliduinen2018"
"207","AGBro161:AGBro9",0.00066048016908371,0.48,"Simliduinen2018"
"208","AGBro20:AGBro218",-0.112960090255253,1,"Simliduinen2018"
"209","AGBro20:AGBro227",-0.0749588575675532,0.78,"Simliduinen2018"
"210","AGBro20:AGBro234",0.0417596956917221,0.39,"Simliduinen2018"
"211","AGBro20:AGBro266",0.0301482287915584,0.43,"Simliduinen2018"
"212","AGBro20:AGBro299",-0.076689701668633,0.65,"Simliduinen2018"
"213","AGBro20:AGBro307",-0.0552207600541139,0.62,"Simliduinen2018"
"214","AGBro20:AGBro32",0.089373933351298,0.34,"Simliduinen2018"
"215","AGBro20:AGBro337",0.0681171548117154,0.06,"Simliduinen2018"
"216","AGBro20:AGBro35",-0.0378838149242927,0.25,"Simliduinen2018"
"217","AGBro20:AGBro375",-0.0135749503745918,0.59,"Simliduinen2018"
"218","AGBro20:AGBro403",0.102245028864657,0.16,"Simliduinen2018"
"219","AGBro20:AGBro419",0.0358812142958311,0.2,"Simliduinen2018"
"220","AGBro20:AGBro467",0.0474142345110091,0.32,"Simliduinen2018"
"221","AGBro20:AGBro480",0.133116687729434,0.12,"Simliduinen2018"
"222","AGBro20:AGBro487",-0.0855860908581044,0.91,"Simliduinen2018"
"223","AGBro20:AGBro57",-0.0464711007842,0.27,"Simliduinen2018"
"224","AGBro20:AGBro76",-0.0971042136292702,0.98,"Simliduinen2018"
"225","AGBro20:AGBro9",0.154138790502427,0.07,"Simliduinen2018"
"226","AGBro218:AGBro227",0.135313409735785,0.1,"Simliduinen2018"
"227","AGBro218:AGBro234",0.0920396478483037,0.16,"Simliduinen2018"
"228","AGBro218:AGBro266",-0.0711427301022675,0.83,"Simliduinen2018"
"229","AGBro218:AGBro299",-0.111573936328474,0.87,"Simliduinen2018"
"230","AGBro218:AGBro307",0.0023613712238415,0.42,"Simliduinen2018"
"231","AGBro218:AGBro32",-0.142314990512334,0.92,"Simliduinen2018"
"232","AGBro218:AGBro337",0.0625185185185186,0.26,"Simliduinen2018"
"233","AGBro218:AGBro35",-0.155645777223942,0.99,"Simliduinen2018"
"234","AGBro218:AGBro375",-0.0948279466488272,0.88,"Simliduinen2018"
"235","AGBro218:AGBro403",0.129175387191294,0.09,"Simliduinen2018"
"236","AGBro218:AGBro419",0.0386689732370002,0.3,"Simliduinen2018"
"237","AGBro218:AGBro467",-0.00883938196191125,0.55,"Simliduinen2018"
"238","AGBro218:AGBro480",-0.0622867921499378,0.67,"Simliduinen2018"
"239","AGBro218:AGBro487",-0.000535782625334824,0.49,"Simliduinen2018"
"240","AGBro218:AGBro57",-0.0493811919385205,0.69,"Simliduinen2018"
"241","AGBro218:AGBro76",-0.00468731690168356,0.57,"Simliduinen2018"
"242","AGBro218:AGBro9",0.0123163169965177,0.33,"Simliduinen2018"
"243","AGBro227:AGBro234",-0.180393635066369,0.93,"Simliduinen2018"
"244","AGBro227:AGBro266",-0.103631105398458,0.86,"Simliduinen2018"
"245","AGBro227:AGBro299",-0.113613472462834,0.77,"Simliduinen2018"
"246","AGBro227:AGBro307",0.13854947462094,0.1,"Simliduinen2018"
"247","AGBro227:AGBro32",-0.0533772465290596,0.73,"Simliduinen2018"
"248","AGBro227:AGBro337",0.104236097169243,0.17,"Simliduinen2018"
"249","AGBro227:AGBro35",0.0490315589868613,0.4,"Simliduinen2018"
"250","AGBro227:AGBro375",-0.0261794764104716,0.49,"Simliduinen2018"
"251","AGBro227:AGBro403",0.0881415309160971,0.32,"Simliduinen2018"
"252","AGBro227:AGBro419",0.155847199437544,0.08,"Simliduinen2018"
"253","AGBro227:AGBro467",-0.0602124057257193,0.7,"Simliduinen2018"
"254","AGBro227:AGBro480",0.0117678885432166,0.52,"Simliduinen2018"
"255","AGBro227:AGBro487",-0.204125385739808,0.94,"Simliduinen2018"
"256","AGBro227:AGBro57",0.20293609671848,0.06,"Simliduinen2018"
"257","AGBro227:AGBro76",-0.33051295610788,0.99,"Simliduinen2018"
"258","AGBro227:AGBro9",-0.158150420197865,0.97,"Simliduinen2018"
"259","AGBro234:AGBro266",0.0740618284013885,0.78,"Simliduinen2018"
"260","AGBro234:AGBro299",-0.00364600596619169,0.57,"Simliduinen2018"
"261","AGBro234:AGBro307",0.0656714690736562,0.27,"Simliduinen2018"
"262","AGBro234:AGBro32",0.243283214197683,0.25,"Simliduinen2018"
"263","AGBro234:AGBro337",-0.0604878693726449,0.83,"Simliduinen2018"
"264","AGBro234:AGBro35",0.00974742696597009,0.79,"Simliduinen2018"
"265","AGBro234:AGBro375",0.00766486837062574,0.45,"Simliduinen2018"
"266","AGBro234:AGBro403",0.0480911075706614,0.38,"Simliduinen2018"
"267","AGBro234:AGBro419",0.211725971888059,0.07,"Simliduinen2018"
"268","AGBro234:AGBro467",0.100174446265265,0.07,"Simliduinen2018"
"269","AGBro234:AGBro480",0.117980584748432,0.21,"Simliduinen2018"
"270","AGBro234:AGBro487",0.293075773509714,0.17,"Simliduinen2018"
"271","AGBro234:AGBro57",0.171206225680934,0.08,"Simliduinen2018"
"272","AGBro234:AGBro76",0.2044656649347,0.46,"Simliduinen2018"
"273","AGBro234:AGBro9",0.14575260804769,0.07,"Simliduinen2018"
"274","AGBro266:AGBro299",0.0267782426778245,0.3,"Simliduinen2018"
"275","AGBro266:AGBro307",-0.0197123784776667,0.58,"Simliduinen2018"
"276","AGBro266:AGBro32",0.199117387466902,0.16,"Simliduinen2018"
"277","AGBro266:AGBro337",0.00222111166638883,0.37,"Simliduinen2018"
"278","AGBro266:AGBro35",0.0397596748542146,0.45,"Simliduinen2018"
"279","AGBro266:AGBro375",-0.0332164606015869,0.7,"Simliduinen2018"
"280","AGBro266:AGBro403",-0.057277472400573,0.66,"Simliduinen2018"
"281","AGBro266:AGBro419",0.055800293685756,0.23,"Simliduinen2018"
"282","AGBro266:AGBro467",-0.00234475751299401,0.44,"Simliduinen2018"
"283","AGBro266:AGBro480",0.0679132122067385,0.2,"Simliduinen2018"
"284","AGBro266:AGBro487",0.0987902381849386,0.63,"Simliduinen2018"
"285","AGBro266:AGBro57",-0.00464190981432366,0.5,"Simliduinen2018"
"286","AGBro266:AGBro76",0.113013698630137,0.5,"Simliduinen2018"
"287","AGBro266:AGBro9",0.0929359305327393,0.17,"Simliduinen2018"
"288","AGBro299:AGBro307",0.031016812011148,0.37,"Simliduinen2018"
"289","AGBro299:AGBro32",-0.00247787610619477,0.49,"Simliduinen2018"
"290","AGBro299:AGBro337",0.0273224043715847,0.4,"Simliduinen2018"
"291","AGBro299:AGBro35",0.172864677984132,0.18,"Simliduinen2018"
"292","AGBro299:AGBro375",-0.0740706448775518,0.82,"Simliduinen2018"
"293","AGBro299:AGBro403",-0.0171502734773338,0.51,"Simliduinen2018"
"294","AGBro299:AGBro419",0.153874470826431,0.13,"Simliduinen2018"
"295","AGBro299:AGBro467",-0.0176373755585169,0.36,"Simliduinen2018"
"296","AGBro299:AGBro480",0.0486704128135924,0.34,"Simliduinen2018"
"297","AGBro299:AGBro487",0.144872763920383,0.14,"Simliduinen2018"
"298","AGBro299:AGBro57",-0.0412165530995513,0.45,"Simliduinen2018"
"299","AGBro299:AGBro76",-0.0961992699162553,0.78,"Simliduinen2018"
"300","AGBro299:AGBro9",0.00141309467734407,0.47,"Simliduinen2018"
"301","AGBro307:AGBro32",0.0431905899650797,0.39,"Simliduinen2018"
"302","AGBro307:AGBro337",-0.0540080609046125,0.68,"Simliduinen2018"
"303","AGBro307:AGBro35",-0.0670697777942649,0.7,"Simliduinen2018"
"304","AGBro307:AGBro375",-0.0127707043120362,0.44,"Simliduinen2018"
"305","AGBro307:AGBro403",0.160723912206392,0.05,"Simliduinen2018"
"306","AGBro307:AGBro419",0.108361585501093,0.15,"Simliduinen2018"
"307","AGBro307:AGBro467",0.087796723503845,0.17,"Simliduinen2018"
"308","AGBro307:AGBro480",-0.0188169055821019,0.42,"Simliduinen2018"
"309","AGBro307:AGBro487",0.0990428925912796,0.18,"Simliduinen2018"
"310","AGBro307:AGBro57",0.122966271279835,0.11,"Simliduinen2018"
"311","AGBro307:AGBro76",0.0375708970051662,0.34,"Simliduinen2018"
"312","AGBro307:AGBro9",-0.0659486459065013,0.82,"Simliduinen2018"
"313","AGBro32:AGBro337",0.0539987294416602,0.3,"Simliduinen2018"
"314","AGBro32:AGBro35",0.136524984072085,0.27,"Simliduinen2018"
"315","AGBro32:AGBro375",0.0656229492828351,0.21,"Simliduinen2018"
"316","AGBro32:AGBro403",-0.0572340026271343,0.64,"Simliduinen2018"
"317","AGBro32:AGBro419",-0.060694795687475,0.64,"Simliduinen2018"
"318","AGBro32:AGBro467",0.102745447457816,0.1,"Simliduinen2018"
"319","AGBro32:AGBro480",0.152722644768341,0.09,"Simliduinen2018"
"320","AGBro32:AGBro487",0.150523177646577,0.52,"Simliduinen2018"
"321","AGBro32:AGBro57",-0.0548351241200447,0.62,"Simliduinen2018"
"322","AGBro32:AGBro76",0.188808074810747,0.42,"Simliduinen2018"
"323","AGBro32:AGBro9",0.186847929181157,0.04,"Simliduinen2018"
"324","AGBro337:AGBro35",-0.035151247516008,0.45,"Simliduinen2018"
"325","AGBro337:AGBro375",-0.026008761816924,0.54,"Simliduinen2018"
"326","AGBro337:AGBro403",-0.0471881060116357,0.64,"Simliduinen2018"
"327","AGBro337:AGBro419",-0.0557818635546262,0.75,"Simliduinen2018"
"328","AGBro337:AGBro467",0.0360184389405422,0.25,"Simliduinen2018"
"329","AGBro337:AGBro480",0.0160458452722061,0.42,"Simliduinen2018"
"330","AGBro337:AGBro487",-0.0678717884341786,0.77,"Simliduinen2018"
"331","AGBro337:AGBro57",-0.0265172859557826,0.55,"Simliduinen2018"
"332","AGBro337:AGBro76",-0.00256750395823535,0.5,"Simliduinen2018"
"333","AGBro337:AGBro9",0.0558318476118991,0.28,"Simliduinen2018"
"334","AGBro35:AGBro375",-0.033140772271207,0.59,"Simliduinen2018"
"335","AGBro35:AGBro403",-0.0645234924862091,0.65,"Simliduinen2018"
"336","AGBro35:AGBro419",-0.131133140921069,0.96,"Simliduinen2018"
"337","AGBro35:AGBro467",-0.100049627791563,0.8,"Simliduinen2018"
"338","AGBro35:AGBro480",0.117603983596954,0.17,"Simliduinen2018"
"339","AGBro35:AGBro487",0.000140227870289333,0.77,"Simliduinen2018"
"340","AGBro35:AGBro57",-0.10231061041499,0.82,"Simliduinen2018"
"341","AGBro35:AGBro76",0.148592656093728,0.27,"Simliduinen2018"
"342","AGBro35:AGBro9",0.0177325469334262,0.35,"Simliduinen2018"
"343","AGBro375:AGBro403",0.111194471865745,0.12,"Simliduinen2018"
"344","AGBro375:AGBro419",-0.110622331478846,0.97,"Simliduinen2018"
"345","AGBro375:AGBro467",0.10811549632667,0.13,"Simliduinen2018"
"346","AGBro375:AGBro480",-0.147692774741955,0.99,"Simliduinen2018"
"347","AGBro375:AGBro487",0.0941773988753856,0.21,"Simliduinen2018"
"348","AGBro375:AGBro57",-0.0685660243527605,0.75,"Simliduinen2018"
"349","AGBro375:AGBro76",0.0680574049415597,0.14,"Simliduinen2018"
"350","AGBro375:AGBro9",0.0856651054801651,0.1,"Simliduinen2018"
"351","AGBro403:AGBro419",0.0123021140211723,0.41,"Simliduinen2018"
"352","AGBro403:AGBro467",-0.0184007114029684,0.53,"Simliduinen2018"
"353","AGBro403:AGBro480",0.0130674264007595,0.38,"Simliduinen2018"
"354","AGBro403:AGBro487",0.0899847483477372,0.22,"Simliduinen2018"
"355","AGBro403:AGBro57",-0.0757194829779054,0.75,"Simliduinen2018"
"356","AGBro403:AGBro76",0.0125883964604394,0.38,"Simliduinen2018"
"357","AGBro403:AGBro9",0.105393924821671,0.13,"Simliduinen2018"
"358","AGBro419:AGBro467",-0.120014930086996,0.89,"Simliduinen2018"
