"","pairloci","Ia","p.Ia","pop"
"1","AGBro110:AGBro111",-0.133573780774659,0.96,"Simliduinen"
"2","AGBro110:AGBro116",-0.0394915633223828,0.6,"Simliduinen"
"3","AGBro110:AGBro12",-0.0165307323635749,0.61,"Simliduinen"
"4","AGBro110:AGBro138",-0.195029960651134,0.95,"Simliduinen"
"5","AGBro110:AGBro144",0.0330667120490133,0.34,"Simliduinen"
"6","AGBro110:AGBro153",0.0190502940982091,0.3,"Simliduinen"
"7","AGBro110:AGBro16",-0.0611797136508114,0.66,"Simliduinen"
"8","AGBro110:AGBro161",-0.037362741088003,0.72,"Simliduinen"
"9","AGBro110:AGBro20",-0.120579284290062,0.89,"Simliduinen"
"10","AGBro110:AGBro218",0.00332683467778017,0.41,"Simliduinen"
"11","AGBro110:AGBro227",0.0725897096076098,0.81,"Simliduinen"
"12","AGBro110:AGBro234",0.255681467300686,0.04,"Simliduinen"
"13","AGBro110:AGBro266",0.104923497734849,0.08,"Simliduinen"
"14","AGBro110:AGBro299",0.11883094815542,0.13,"Simliduinen"
"15","AGBro110:AGBro307",-0.0684567212833489,0.75,"Simliduinen"
"16","AGBro110:AGBro32",0.0129478973989621,0.4,"Simliduinen"
"17","AGBro110:AGBro337",0.00133903077801634,0.43,"Simliduinen"
"18","AGBro110:AGBro35",-0.045164158461488,0.72,"Simliduinen"
"19","AGBro110:AGBro375",0.123556222657466,0.05,"Simliduinen"
"20","AGBro110:AGBro403",0.179047793780387,0.04,"Simliduinen"
"21","AGBro110:AGBro419",-0.0556750941366326,0.64,"Simliduinen"
"22","AGBro110:AGBro467",0.00687469377756011,0.36,"Simliduinen"
"23","AGBro110:AGBro480",0.0328269484808457,0.3,"Simliduinen"
"24","AGBro110:AGBro487",0.0527857821278512,0.23,"Simliduinen"
"25","AGBro110:AGBro57",0.107454896176103,0.35,"Simliduinen"
"26","AGBro110:AGBro76",0.0857009700693896,0.1,"Simliduinen"
"27","AGBro110:AGBro9",0.138545637632165,0.49,"Simliduinen"
"28","AGBro111:AGBro116",-0.0156167419657317,0.56,"Simliduinen"
"29","AGBro111:AGBro12",0.093096147113253,0.09,"Simliduinen"
"30","AGBro111:AGBro138",0.113579327429043,0.08,"Simliduinen"
"31","AGBro111:AGBro144",0.0633477292664828,0.19,"Simliduinen"
"32","AGBro111:AGBro153",0.014859108781127,0.36,"Simliduinen"
"33","AGBro111:AGBro16",-0.0822635650317464,0.99,"Simliduinen"
"34","AGBro111:AGBro161",0.133532037077494,0.03,"Simliduinen"
"35","AGBro111:AGBro20",0.0632118451025059,0.23,"Simliduinen"
"36","AGBro111:AGBro218",0.00489144882587489,0.48,"Simliduinen"
"37","AGBro111:AGBro227",-0.172673596673596,0.95,"Simliduinen"
"38","AGBro111:AGBro234",-0.0582036515132949,0.78,"Simliduinen"
"39","AGBro111:AGBro266",0.0829176530267164,0.17,"Simliduinen"
"40","AGBro111:AGBro299",0.0660222130810366,0.22,"Simliduinen"
"41","AGBro111:AGBro307",0.0966820292171902,0.18,"Simliduinen"
"42","AGBro111:AGBro32",0.139984092716737,0.06,"Simliduinen"
"43","AGBro111:AGBro337",-0.00686173219750874,0.4,"Simliduinen"
"44","AGBro111:AGBro35",0.0322612244897962,0.33,"Simliduinen"
"45","AGBro111:AGBro375",-0.0768672819917671,0.83,"Simliduinen"
"46","AGBro111:AGBro403",-0.028407335381036,0.58,"Simliduinen"
"47","AGBro111:AGBro419",0.0403468338064588,0.28,"Simliduinen"
"48","AGBro111:AGBro467",-0.16704138056754,0.94,"Simliduinen"
"49","AGBro111:AGBro480",0.0356932346584586,0.28,"Simliduinen"
"50","AGBro111:AGBro487",0.166440488544744,0.04,"Simliduinen"
"51","AGBro111:AGBro57",0.0325365312585402,0.31,"Simliduinen"
"52","AGBro111:AGBro76",-0.00451668092386637,0.54,"Simliduinen"
"53","AGBro111:AGBro9",-0.0491211035113019,0.73,"Simliduinen"
"54","AGBro116:AGBro12",0.0324747010119599,0.32,"Simliduinen"
"55","AGBro116:AGBro138",0.0348108031069621,0.36,"Simliduinen"
"56","AGBro116:AGBro144",-0.0378227234597817,0.63,"Simliduinen"
"57","AGBro116:AGBro153",0.0111173275099714,0.48,"Simliduinen"
"58","AGBro116:AGBro16",0.0326258378236297,0.22,"Simliduinen"
"59","AGBro116:AGBro161",0.20008212006638,0.01,"Simliduinen"
"60","AGBro116:AGBro20",0.0287264022302354,0.27,"Simliduinen"
"61","AGBro116:AGBro218",0.0656770484702915,0.2,"Simliduinen"
"62","AGBro116:AGBro227",0.0555106984255151,0.28,"Simliduinen"
"63","AGBro116:AGBro234",-0.00657089696096036,0.43,"Simliduinen"
"64","AGBro116:AGBro266",0.0216405556488568,0.39,"Simliduinen"
"65","AGBro116:AGBro299",0.215794863221249,0.02,"Simliduinen"
"66","AGBro116:AGBro307",0.055294338912921,0.29,"Simliduinen"
"67","AGBro116:AGBro32",0.0709947120194367,0.19,"Simliduinen"
"68","AGBro116:AGBro337",0.156126828413769,0.01,"Simliduinen"
"69","AGBro116:AGBro35",0.0551610061309984,0.56,"Simliduinen"
"70","AGBro116:AGBro375",0.201752968737378,0.06,"Simliduinen"
"71","AGBro116:AGBro403",0.0485320915165011,0.31,"Simliduinen"
"72","AGBro116:AGBro419",-0.0843316495490408,0.78,"Simliduinen"
"73","AGBro116:AGBro467",0.0702028340282737,0.08,"Simliduinen"
"74","AGBro116:AGBro480",-0.108828568852015,0.91,"Simliduinen"
"75","AGBro116:AGBro487",0.14720019647744,0.32,"Simliduinen"
"76","AGBro116:AGBro57",-0.026689762443439,0.56,"Simliduinen"
"77","AGBro116:AGBro76",-0.0283420738749313,0.56,"Simliduinen"
"78","AGBro116:AGBro9",0.234704968944099,0.09,"Simliduinen"
"79","AGBro12:AGBro138",0.0254098645967491,0.29,"Simliduinen"
"80","AGBro12:AGBro144",0.0586309144821819,0.2,"Simliduinen"
"81","AGBro12:AGBro153",-0.00334890279369016,0.5,"Simliduinen"
"82","AGBro12:AGBro16",-0.0853850513191864,0.97,"Simliduinen"
"83","AGBro12:AGBro161",0.0373220469411315,0.28,"Simliduinen"
"84","AGBro12:AGBro20",0.0355696681912203,0.3,"Simliduinen"
"85","AGBro12:AGBro218",0.117133537989256,0.03,"Simliduinen"
"86","AGBro12:AGBro227",-0.0762271587244716,0.8,"Simliduinen"
"87","AGBro12:AGBro234",0.00145942311791813,0.51,"Simliduinen"
"88","AGBro12:AGBro266",0.0524100727788497,0.17,"Simliduinen"
"89","AGBro12:AGBro299",0.125119466417227,0.08,"Simliduinen"
"90","AGBro12:AGBro307",0.0167351732237233,0.38,"Simliduinen"
"91","AGBro12:AGBro32",0.15692296952986,0.04,"Simliduinen"
"92","AGBro12:AGBro337",0.0510277907818022,0.23,"Simliduinen"
"93","AGBro12:AGBro35",-0.0175783650891211,0.53,"Simliduinen"
"94","AGBro12:AGBro375",0.023897565005311,0.41,"Simliduinen"
"95","AGBro12:AGBro403",-0.0257906774982251,0.63,"Simliduinen"
"96","AGBro12:AGBro419",-0.196416017231837,1,"Simliduinen"
"97","AGBro12:AGBro467",-0.0817580417079786,0.86,"Simliduinen"
"98","AGBro12:AGBro480",-0.0529319546951788,0.71,"Simliduinen"
"99","AGBro12:AGBro487",0.0983884793416767,0.12,"Simliduinen"
"100","AGBro12:AGBro57",-0.119926772823046,0.99,"Simliduinen"
"101","AGBro12:AGBro76",0.0559054390987166,0.2,"Simliduinen"
"102","AGBro12:AGBro9",0.0788576818914888,0.11,"Simliduinen"
"103","AGBro138:AGBro144",-0.0987789191760786,0.96,"Simliduinen"
"104","AGBro138:AGBro153",0.0373566655843602,0.31,"Simliduinen"
"105","AGBro138:AGBro16",-0.0623360362508945,1,"Simliduinen"
"106","AGBro138:AGBro161",0.105979629298722,0.1,"Simliduinen"
"107","AGBro138:AGBro20",0.119803926998809,0.09,"Simliduinen"
"108","AGBro138:AGBro218",0.0887165596823867,0.12,"Simliduinen"
"109","AGBro138:AGBro227",-0.10199298635464,0.93,"Simliduinen"
"110","AGBro138:AGBro234",-0.0841870469210548,0.89,"Simliduinen"
"111","AGBro138:AGBro266",0.056353122418451,0.15,"Simliduinen"
"112","AGBro138:AGBro299",-0.0747659883435703,0.83,"Simliduinen"
"113","AGBro138:AGBro307",0.0742563701624082,0.2,"Simliduinen"
"114","AGBro138:AGBro32",-0.0356272425699007,0.77,"Simliduinen"
"115","AGBro138:AGBro337",-0.0161554863047401,0.52,"Simliduinen"
"116","AGBro138:AGBro35",-0.0110681628552456,0.5,"Simliduinen"
"117","AGBro138:AGBro375",-0.0307844329583461,0.66,"Simliduinen"
"118","AGBro138:AGBro403",0.0069716941597775,0.46,"Simliduinen"
"119","AGBro138:AGBro419",0.0584832811247904,0.23,"Simliduinen"
"120","AGBro138:AGBro467",-0.061969828607535,0.84,"Simliduinen"
"121","AGBro138:AGBro480",-0.00520895598859139,0.48,"Simliduinen"
"122","AGBro138:AGBro487",0.135896326856535,0.08,"Simliduinen"
"123","AGBro138:AGBro57",-0.118155619596542,0.99,"Simliduinen"
"124","AGBro138:AGBro76",-0.054499615570297,0.79,"Simliduinen"
"125","AGBro138:AGBro9",-0.108401967174261,0.85,"Simliduinen"
"126","AGBro144:AGBro153",0.186882027485276,0.69,"Simliduinen"
"127","AGBro144:AGBro16",-0.0236661622178572,0.75,"Simliduinen"
"128","AGBro144:AGBro161",-0.0401543878656554,0.6,"Simliduinen"
"129","AGBro144:AGBro20",0.0426506454107429,0.59,"Simliduinen"
"130","AGBro144:AGBro218",0.023397841096956,0.35,"Simliduinen"
"131","AGBro144:AGBro227",-0.272847682119205,1,"Simliduinen"
"132","AGBro144:AGBro234",0.230896844619928,0.19,"Simliduinen"
"133","AGBro144:AGBro266",0.196208217105574,0.17,"Simliduinen"
"134","AGBro144:AGBro299",-0.000866479617098515,0.54,"Simliduinen"
"135","AGBro144:AGBro307",0.11488910784332,0.02,"Simliduinen"
"136","AGBro144:AGBro32",0.216195204692828,0.15,"Simliduinen"
"137","AGBro144:AGBro337",-0.0454535634816046,0.73,"Simliduinen"
"138","AGBro144:AGBro35",0.0295874822190612,0.88,"Simliduinen"
"139","AGBro144:AGBro375",-0.0129245866326266,0.6,"Simliduinen"
"140","AGBro144:AGBro403",-0.042770590470096,0.76,"Simliduinen"
"141","AGBro144:AGBro419",0.024626594908387,0.33,"Simliduinen"
"142","AGBro144:AGBro467",0.0903515406623037,0.18,"Simliduinen"
"143","AGBro144:AGBro480",0.0599650412014414,0.24,"Simliduinen"
"144","AGBro144:AGBro487",0.192468546637744,0.37,"Simliduinen"
"145","AGBro144:AGBro57",-0.0646362571463537,0.82,"Simliduinen"
"146","AGBro144:AGBro76",0.331717814371258,0.01,"Simliduinen"
"147","AGBro144:AGBro9",-0.0237461743129145,0.42,"Simliduinen"
"148","AGBro153:AGBro16",0.0133451144084582,0.46,"Simliduinen"
"149","AGBro153:AGBro161",0.068873693207969,0.2,"Simliduinen"
"150","AGBro153:AGBro20",0.0662974057536876,0.32,"Simliduinen"
"151","AGBro153:AGBro218",-0.122642396434683,0.93,"Simliduinen"
"152","AGBro153:AGBro227",-0.091000193392992,0.83,"Simliduinen"
"153","AGBro153:AGBro234",0.193594661680797,0.27,"Simliduinen"
"154","AGBro153:AGBro266",0.0651068851268553,0.63,"Simliduinen"
"155","AGBro153:AGBro299",0.021259654431085,0.4,"Simliduinen"
"156","AGBro153:AGBro307",-0.00091800918009155,0.55,"Simliduinen"
"157","AGBro153:AGBro32",0.149654735182742,0.32,"Simliduinen"
"158","AGBro153:AGBro337",-0.0727113811832767,0.8,"Simliduinen"
"159","AGBro153:AGBro35",0.132680504792773,0.21,"Simliduinen"
"160","AGBro153:AGBro375",0.0353750409433344,0.39,"Simliduinen"
"161","AGBro153:AGBro403",-0.100009657170449,0.9,"Simliduinen"
"162","AGBro153:AGBro419",-0.0406850041229829,0.65,"Simliduinen"
"163","AGBro153:AGBro467",0.130356971653191,0.06,"Simliduinen"
"164","AGBro153:AGBro480",0.0098737679405152,0.37,"Simliduinen"
"165","AGBro153:AGBro487",0.181952886898247,0.2,"Simliduinen"
"166","AGBro153:AGBro57",0.0877359610590054,0.22,"Simliduinen"
"167","AGBro153:AGBro76",0.127382073762771,0.68,"Simliduinen"
"168","AGBro153:AGBro9",0.0357864789997751,0.32,"Simliduinen"
"169","AGBro16:AGBro161",-0.00133842679084284,0.54,"Simliduinen"
"170","AGBro16:AGBro20",-0.063094209161625,0.88,"Simliduinen"
"171","AGBro16:AGBro218",-0.0542437779195917,0.89,"Simliduinen"
"172","AGBro16:AGBro227",0.228107565975052,0.06,"Simliduinen"
"173","AGBro16:AGBro234",-0.00493673959373053,0.67,"Simliduinen"
"174","AGBro16:AGBro266",0.00864191064788167,0.3,"Simliduinen"
"175","AGBro16:AGBro299",-0.0580691129319558,0.42,"Simliduinen"
"176","AGBro16:AGBro307",0.00470865214832261,0.43,"Simliduinen"
"177","AGBro16:AGBro32",0.0135677488918176,0.44,"Simliduinen"
"178","AGBro16:AGBro337",0.0305459272097053,0.15,"Simliduinen"
"179","AGBro16:AGBro35",0.139323665647422,0.2,"Simliduinen"
"180","AGBro16:AGBro375",-0.0100267379679144,0.43,"Simliduinen"
"181","AGBro16:AGBro403",-0.11316319677636,0.95,"Simliduinen"
"182","AGBro16:AGBro419",0.0037727939635297,0.54,"Simliduinen"
"183","AGBro16:AGBro467",0.0651705708739931,0.33,"Simliduinen"
"184","AGBro16:AGBro480",-0.0708524819673129,0.68,"Simliduinen"
"185","AGBro16:AGBro487",-0.0520397489539748,0.73,"Simliduinen"
"186","AGBro16:AGBro57",-0.0340708485347769,0.24,"Simliduinen"
"187","AGBro16:AGBro76",-0.0782971122357845,0.8,"Simliduinen"
"188","AGBro16:AGBro9",-0.00502248158423424,0.76,"Simliduinen"
"189","AGBro161:AGBro20",-0.038721765379411,0.79,"Simliduinen"
"190","AGBro161:AGBro218",0.136123512566479,0.27,"Simliduinen"
"191","AGBro161:AGBro227",0.0833430683733585,0.17,"Simliduinen"
"192","AGBro161:AGBro234",0.0649314731731299,0.22,"Simliduinen"
"193","AGBro161:AGBro266",0.0828733972998215,0.5,"Simliduinen"
"194","AGBro161:AGBro299",0.110251886332069,0.15,"Simliduinen"
"195","AGBro161:AGBro307",0.106029318907111,0.46,"Simliduinen"
"196","AGBro161:AGBro32",0.168770255524974,0.19,"Simliduinen"
"197","AGBro161:AGBro337",0.0475193267442999,0.28,"Simliduinen"
"198","AGBro161:AGBro35",-0.228499819808014,1,"Simliduinen"
"199","AGBro161:AGBro375",0.00491418379047359,0.53,"Simliduinen"
"200","AGBro161:AGBro403",0.0631555904190308,0.24,"Simliduinen"
"201","AGBro161:AGBro419",-0.00887899202300091,0.43,"Simliduinen"
"202","AGBro161:AGBro467",0.00801536023406069,0.33,"Simliduinen"
"203","AGBro161:AGBro480",-0.0281738730450781,0.55,"Simliduinen"
"204","AGBro161:AGBro487",0.181736637247521,0.32,"Simliduinen"
"205","AGBro161:AGBro57",0.00693514829927588,0.63,"Simliduinen"
"206","AGBro161:AGBro76",-0.0410500291865535,0.64,"Simliduinen"
"207","AGBro161:AGBro9",0.04917868446303,0.3,"Simliduinen"
"208","AGBro20:AGBro218",-0.0356829482304769,0.76,"Simliduinen"
"209","AGBro20:AGBro227",-0.205825186388559,0.96,"Simliduinen"
"210","AGBro20:AGBro234",-0.11656658424585,0.96,"Simliduinen"
"211","AGBro20:AGBro266",0.04169360051713,0.23,"Simliduinen"
"212","AGBro20:AGBro299",-0.0575679172056922,0.74,"Simliduinen"
"213","AGBro20:AGBro307",0.11349443388542,0.12,"Simliduinen"
"214","AGBro20:AGBro32",0.0781854087280618,0.33,"Simliduinen"
"215","AGBro20:AGBro337",-0.0100604406317022,0.36,"Simliduinen"
"216","AGBro20:AGBro35",0.0635464658950444,0.34,"Simliduinen"
"217","AGBro20:AGBro375",-0.0457735733902959,0.85,"Simliduinen"
"218","AGBro20:AGBro403",0.0851976708550415,0.22,"Simliduinen"
"219","AGBro20:AGBro419",0.156645569620253,0.08,"Simliduinen"
"220","AGBro20:AGBro467",0.0914770747249463,0.25,"Simliduinen"
"221","AGBro20:AGBro480",0.0633504601659984,0.24,"Simliduinen"
"222","AGBro20:AGBro487",0.0552445850571914,0.57,"Simliduinen"
"223","AGBro20:AGBro57",-0.0986512734932836,0.84,"Simliduinen"
"224","AGBro20:AGBro76",-0.128979143798024,0.98,"Simliduinen"
"225","AGBro20:AGBro9",-0.115059602947473,0.77,"Simliduinen"
"226","AGBro218:AGBro227",0.0801316393693554,0.13,"Simliduinen"
"227","AGBro218:AGBro234",0.0255977153603704,0.32,"Simliduinen"
"228","AGBro218:AGBro266",0.0788573166713138,0.32,"Simliduinen"
"229","AGBro218:AGBro299",0.0398500690471491,0.34,"Simliduinen"
"230","AGBro218:AGBro307",0.231448763250883,0.13,"Simliduinen"
"231","AGBro218:AGBro32",0.00680980910207252,0.83,"Simliduinen"
"232","AGBro218:AGBro337",0.261199871080621,0.03,"Simliduinen"
"233","AGBro218:AGBro35",-0.215493828316694,0.99,"Simliduinen"
"234","AGBro218:AGBro375",0.0279786829082604,0.29,"Simliduinen"
"235","AGBro218:AGBro403",0.161068702290076,0.01,"Simliduinen"
"236","AGBro218:AGBro419",0.0307123560358311,0.7,"Simliduinen"
"237","AGBro218:AGBro467",-0.100815981506719,0.83,"Simliduinen"
"238","AGBro218:AGBro480",-0.085972000375834,0.99,"Simliduinen"
"239","AGBro218:AGBro487",0.135228393033191,0.31,"Simliduinen"
"240","AGBro218:AGBro57",-0.0475839988223603,0.61,"Simliduinen"
"241","AGBro218:AGBro76",-0.00871731008717325,0.46,"Simliduinen"
"242","AGBro218:AGBro9",-0.00414991153289379,0.89,"Simliduinen"
"243","AGBro227:AGBro234",-0.00458062721874153,0.96,"Simliduinen"
"244","AGBro227:AGBro266",-0.101272276424648,0.88,"Simliduinen"
"245","AGBro227:AGBro299",-0.0761541736785547,0.83,"Simliduinen"
"246","AGBro227:AGBro307",0.0512811127379209,0.19,"Simliduinen"
"247","AGBro227:AGBro32",0.00315078508512334,0.49,"Simliduinen"
"248","AGBro227:AGBro337",0.086766515337944,0.11,"Simliduinen"
"249","AGBro227:AGBro35",-0.0872146998546129,0.83,"Simliduinen"
"250","AGBro227:AGBro375",0.0180049425332445,0.25,"Simliduinen"
"251","AGBro227:AGBro403",0.0533818324813209,0.27,"Simliduinen"
"252","AGBro227:AGBro419",0.0728092302640417,0.17,"Simliduinen"
"253","AGBro227:AGBro467",-0.0169134220896103,0.48,"Simliduinen"
"254","AGBro227:AGBro480",-0.0510585961521565,0.65,"Simliduinen"
"255","AGBro227:AGBro487",-0.135034374251805,0.91,"Simliduinen"
"256","AGBro227:AGBro57",0.263032767115736,0.04,"Simliduinen"
"257","AGBro227:AGBro76",-0.231207058520143,0.99,"Simliduinen"
"258","AGBro227:AGBro9",0.0870198876575072,0.77,"Simliduinen"
"259","AGBro234:AGBro266",0.0731671979136483,0.5,"Simliduinen"
"260","AGBro234:AGBro299",0.0349643932163572,0.43,"Simliduinen"
"261","AGBro234:AGBro307",-0.0378743541293913,0.64,"Simliduinen"
"262","AGBro234:AGBro32",0.264418853519462,0.03,"Simliduinen"
"263","AGBro234:AGBro337",-0.014837192405499,0.47,"Simliduinen"
"264","AGBro234:AGBro35",-0.0417657264023643,0.91,"Simliduinen"
"265","AGBro234:AGBro375",0.0206771269301325,0.4,"Simliduinen"
"266","AGBro234:AGBro403",0.00926405226424842,0.48,"Simliduinen"
"267","AGBro234:AGBro419",-0.013220620842572,0.49,"Simliduinen"
"268","AGBro234:AGBro467",0.0249738141553195,0.28,"Simliduinen"
"269","AGBro234:AGBro480",0.0429781887303071,0.27,"Simliduinen"
"270","AGBro234:AGBro487",0.170231154831309,0.19,"Simliduinen"
"271","AGBro234:AGBro57",0.18165134711829,0.08,"Simliduinen"
"272","AGBro234:AGBro76",0.208655722263338,0.17,"Simliduinen"
"273","AGBro234:AGBro9",0.260695732969183,0.04,"Simliduinen"
"274","AGBro266:AGBro299",0.0153664950147914,0.34,"Simliduinen"
"275","AGBro266:AGBro307",0.0752384823200325,0.46,"Simliduinen"
"276","AGBro266:AGBro32",0.19947124325051,0.23,"Simliduinen"
"277","AGBro266:AGBro337",-0.0343772760378733,0.69,"Simliduinen"
"278","AGBro266:AGBro35",-0.103351702954196,0.98,"Simliduinen"
"279","AGBro266:AGBro375",-0.0438529850941763,0.74,"Simliduinen"
"280","AGBro266:AGBro403",-0.0325649854127787,0.62,"Simliduinen"
"281","AGBro266:AGBro419",0.0310608297652442,0.25,"Simliduinen"
"282","AGBro266:AGBro467",-0.0546731076268065,0.72,"Simliduinen"
"283","AGBro266:AGBro480",-0.00179130198176958,0.47,"Simliduinen"
"284","AGBro266:AGBro487",0.130746150982239,0.75,"Simliduinen"
"285","AGBro266:AGBro57",0.0180841421086375,0.23,"Simliduinen"
"286","AGBro266:AGBro76",0.122528691291349,0.35,"Simliduinen"
"287","AGBro266:AGBro9",-0.00444804644062036,0.49,"Simliduinen"
"288","AGBro299:AGBro307",-0.0892555784736545,0.83,"Simliduinen"
"289","AGBro299:AGBro32",0.0565714623152176,0.25,"Simliduinen"
"290","AGBro299:AGBro337",0.215211754537597,0.04,"Simliduinen"
"291","AGBro299:AGBro35",-0.00154620782619042,0.44,"Simliduinen"
"292","AGBro299:AGBro375",0.177186929165821,0.07,"Simliduinen"
"293","AGBro299:AGBro403",-0.00142479136983531,0.49,"Simliduinen"
"294","AGBro299:AGBro419",-0.0536832687145838,0.72,"Simliduinen"
"295","AGBro299:AGBro467",0.129761558592614,0.14,"Simliduinen"
"296","AGBro299:AGBro480",-0.156051082113304,0.95,"Simliduinen"
"297","AGBro299:AGBro487",0.162875499218614,0.03,"Simliduinen"
"298","AGBro299:AGBro57",-0.054743886543587,0.67,"Simliduinen"
"299","AGBro299:AGBro76",-0.02304495655459,0.61,"Simliduinen"
"300","AGBro299:AGBro9",0.0412818478058992,0.35,"Simliduinen"
"301","AGBro307:AGBro32",0.0735540429777983,0.51,"Simliduinen"
"302","AGBro307:AGBro337",-0.01853145326756,0.92,"Simliduinen"
"303","AGBro307:AGBro35",-0.141271406796378,0.93,"Simliduinen"
"304","AGBro307:AGBro375",-0.0445813700616163,0.73,"Simliduinen"
"305","AGBro307:AGBro403",0.151707848837209,0.06,"Simliduinen"
"306","AGBro307:AGBro419",0.178429491571879,0.15,"Simliduinen"
"307","AGBro307:AGBro467",-0.140546542266708,0.9,"Simliduinen"
"308","AGBro307:AGBro480",-0.0631936824306092,1,"Simliduinen"
"309","AGBro307:AGBro487",0.184409448818898,0.11,"Simliduinen"
"310","AGBro307:AGBro57",0.0721413208278976,0.12,"Simliduinen"
"311","AGBro307:AGBro76",0.0161427357689039,0.28,"Simliduinen"
"312","AGBro307:AGBro9",-0.0961639760790752,0.99,"Simliduinen"
"313","AGBro32:AGBro337",0.0707527766351295,0.15,"Simliduinen"
"314","AGBro32:AGBro35",-0.0654760888494307,0.91,"Simliduinen"
"315","AGBro32:AGBro375",0.0777045056034156,0.15,"Simliduinen"
"316","AGBro32:AGBro403",-0.0449925490046235,0.73,"Simliduinen"
"317","AGBro32:AGBro419",-0.012485579520729,0.51,"Simliduinen"
"318","AGBro32:AGBro467",0.0392721975011479,0.25,"Simliduinen"
"319","AGBro32:AGBro480",0.0526396903950548,0.27,"Simliduinen"
"320","AGBro32:AGBro487",0.216959103342451,0.39,"Simliduinen"
"321","AGBro32:AGBro57",-0.00208305335304404,0.49,"Simliduinen"
"322","AGBro32:AGBro76",0.071434975166305,0.73,"Simliduinen"
"323","AGBro32:AGBro9",0.140500653284238,0.01,"Simliduinen"
"324","AGBro337:AGBro35",-0.0172388786440959,0.48,"Simliduinen"
"325","AGBro337:AGBro375",0.192125237191651,0.01,"Simliduinen"
"326","AGBro337:AGBro403",0.0752248180044723,0.19,"Simliduinen"
"327","AGBro337:AGBro419",-0.015162194220488,0.97,"Simliduinen"
"328","AGBro337:AGBro467",0.102060899680172,0.08,"Simliduinen"
"329","AGBro337:AGBro480",0.0571232506394395,0.83,"Simliduinen"
"330","AGBro337:AGBro487",-0.0010272317112473,0.44,"Simliduinen"
"331","AGBro337:AGBro57",-0.0258025193010971,0.64,"Simliduinen"
"332","AGBro337:AGBro76",0.00666476035457397,0.32,"Simliduinen"
"333","AGBro337:AGBro9",0.199547717551364,0.19,"Simliduinen"
"334","AGBro35:AGBro375",0.0471493542630157,0.53,"Simliduinen"
"335","AGBro35:AGBro403",-0.0195056266230647,0.62,"Simliduinen"
"336","AGBro35:AGBro419",-0.0601127389096033,0.68,"Simliduinen"
"337","AGBro35:AGBro467",0.0973053892215567,0.19,"Simliduinen"
"338","AGBro35:AGBro480",0.262508614748449,0.01,"Simliduinen"
"339","AGBro35:AGBro487",-0.117132837799292,0.99,"Simliduinen"
"340","AGBro35:AGBro57",-0.120836220445827,0.9,"Simliduinen"
"341","AGBro35:AGBro76",0.153426931822283,0.19,"Simliduinen"
"342","AGBro35:AGBro9",0.125352638256586,0.24,"Simliduinen"
"343","AGBro375:AGBro403",0.147116516280895,0.03,"Simliduinen"
"344","AGBro375:AGBro419",-0.140618197649107,0.93,"Simliduinen"
"345","AGBro375:AGBro467",0.141456014394327,0.02,"Simliduinen"
"346","AGBro375:AGBro480",-0.119567938078826,0.97,"Simliduinen"
"347","AGBro375:AGBro487",0.105484522207268,0.47,"Simliduinen"
"348","AGBro375:AGBro57",-0.0442639632170044,0.68,"Simliduinen"
"349","AGBro375:AGBro76",0.0164263551743016,0.48,"Simliduinen"
"350","AGBro375:AGBro9",0.182240688431978,0.15,"Simliduinen"
"351","AGBro403:AGBro419",0.0536571179293297,0.3,"Simliduinen"
"352","AGBro403:AGBro467",0.0557431536516806,0.3,"Simliduinen"
"353","AGBro403:AGBro480",0.0363629345119763,0.35,"Simliduinen"
"354","AGBro403:AGBro487",0.0256323777403034,0.42,"Simliduinen"
"355","AGBro403:AGBro57",-0.0351327868233162,0.64,"Simliduinen"
"356","AGBro403:AGBro76",-0.0267154620311072,0.71,"Simliduinen"
"357","AGBro403:AGBro9",0.0716354540367967,0.29,"Simliduinen"
"358","AGBro419:AGBro467",0.0918569463548831,0.86,"Simliduinen"
"359","AGBro419:AGBro480",0.227026549714488,0.16,"Simliduinen"
"360","AGBro419:AGBro487",0.00582675126246301,0.38,"Simliduinen"
"361","AGBro419:AGBro57",0.335094601832684,0.02,"Simliduinen"
"362","AGBro419:AGBro76",-0.233122072196197,0.99,"Simliduinen"
"363","AGBro419:AGBro9",-0.105444521019986,0.99,"Simliduinen"
"364","AGBro467:AGBro480",0.0953719377814686,0.14,"Simliduinen"
"365","AGBro467:AGBro487",-0.00934914377424911,0.54,"Simliduinen"
"366","AGBro467:AGBro57",-0.143688528447505,0.89,"Simliduinen"
"367","AGBro467:AGBro76",0.0367048939858643,0.35,"Simliduinen"
"368","AGBro467:AGBro9",0.149441828622525,0.01,"Simliduinen"
"369","AGBro480:AGBro487",-0.137315944467816,0.92,"Simliduinen"
"370","AGBro480:AGBro57",0.176992050443243,0.03,"Simliduinen"
"371","AGBro480:AGBro76",0.0134685010861695,0.35,"Simliduinen"
"372","AGBro480:AGBro9",0.189970218943147,0.36,"Simliduinen"
"373","AGBro487:AGBro57",0.10482858841403,0.12,"Simliduinen"
"374","AGBro487:AGBro76",0.0842972587545554,0.66,"Simliduinen"
"375","AGBro487:AGBro9",0.0830067271131909,0.59,"Simliduinen"
"376","AGBro57:AGBro76",-0.0947295595252878,0.85,"Simliduinen"
"377","AGBro57:AGBro9",-0.00373793265834721,0.81,"Simliduinen"
"378","AGBro76:AGBro9",0.0523405249630031,0.23,"Simliduinen"
