"","locus","chi2","df","Pr.chi2","Pr.exact","pop"
"550","AGBro337",0.244897959183673,1,0.620690717075355,1,"Schipgatduinen2018"
"551","AGBro35",6.70271468144044,1,0.00962662328256469,0.034,"Schipgatduinen2018"
"552","AGBro375",1.31404958677686,3,0.725799597406399,1,"Schipgatduinen2018"
"553","AGBro403",8.18556473829201,15,0.916127727090522,0.837,"Schipgatduinen2018"
"554","AGBro419",8.07,6,0.233019667970209,0.132,"Schipgatduinen2018"
"555","AGBro467",21.5414965986395,21,0.426330524151986,0.261,"Schipgatduinen2018"
"556","AGBro480",0.912592592592593,3,0.82238791222934,0.582,"Schipgatduinen2018"
"557","AGBro487",5.35180055401662,3,0.147776227645012,0.17,"Schipgatduinen2018"
"558","AGBro57",1.66358024691358,1,0.197120618624204,0.309,"Schipgatduinen2018"
"559","AGBro76",3.83035714285714,3,0.280374776950481,0.162,"Schipgatduinen2018"
"560","AGBro9",13.64,15,0.552988740753879,0.365,"Schipgatduinen2018"
"561","AGBro110",0.285039635688986,3,0.962817119108731,1,"HB-Oost2018"
"562","AGBro111",4.2984693877551,10,0.932879654000572,1,"HB-Oost2018"
"563","AGBro116",1.78202479338843,3,0.618854332513213,0.731,"HB-Oost2018"
"564","AGBro12",1.60550964187328,6,0.952180483305846,1,"HB-Oost2018"
"565","AGBro138",0.0277008310249308,1,0.867814107693651,1,"HB-Oost2018"
"566","AGBro144",7.36111111111111,15,0.946843808446342,0.54,"HB-Oost2018"
"567","AGBro153",1.83673469387755,3,0.606973866669387,1,"HB-Oost2018"
"568","AGBro16",0.0277008310249308,1,0.867814107693651,1,"HB-Oost2018"
"569","AGBro161",10.8290816326531,3,0.0126869254752782,0.006,"HB-Oost2018"
"570","AGBro20",0.123456790123457,1,0.725315148237577,1,"HB-Oost2018"
"571","AGBro218",4.44444444444444,1,0.0350149810196625,0.213,"HB-Oost2018"
"572","AGBro227",9.50413223140496,10,0.485018462693784,0.512,"HB-Oost2018"
"573","AGBro234",0.277777777777778,3,0.964152222761613,1,"HB-Oost2018"
"574","AGBro266",1.11111111111111,1,0.291840545143789,1,"HB-Oost2018"
"575","AGBro299",1.54444444444444,3,0.672051208923123,0.572,"HB-Oost2018"
"576","AGBro307",0.277777777777778,1,0.598161452683528,0.572,"HB-Oost2018"
"577","AGBro32",0.539119000657462,3,0.910216817493043,1,"HB-Oost2018"
"578","AGBro337",0.0226757369614513,1,0.880303370447462,1,"HB-Oost2018"
"579","AGBro35",4.70556213017751,1,0.0300651682340608,0.076,"HB-Oost2018"
"580","AGBro375",0.0978142736384495,1,0.754468526649911,1,"HB-Oost2018"
"581","AGBro403",18.4444444444444,21,0.620731173242509,0.843,"HB-Oost2018"
"582","AGBro419",3.56292517006803,6,0.735579827902621,0.721,"HB-Oost2018"
"583","AGBro467",19.7666666666667,15,0.181067532747529,0.032,"HB-Oost2018"
"584","AGBro480",5.32544378698225,6,0.502799970670564,0.466,"HB-Oost2018"
"585","AGBro487",5.3125,3,0.150293338418792,0.12,"HB-Oost2018"
"586","AGBro57",3.69473279507882,1,0.054584524594833,0.162,"HB-Oost2018"
"587","AGBro76",3.53057199211045,3,0.316818628825731,0.283,"HB-Oost2018"
"588","AGBro9",28.8888888888889,21,0.116694736812585,0.037,"HB-Oost2018"
"589","AGBro110",2.34796186719264,3,0.503395002801091,0.432,"Zwinbosjes2018"
"590","AGBro111",6.1297052154195,6,0.408818511103171,0.409,"Zwinbosjes2018"
"591","AGBro116",1.06706172839506,3,0.785030865357586,1,"Zwinbosjes2018"
"592","AGBro12",13.1945719824508,15,0.587272209314751,0.297,"Zwinbosjes2018"
"593","AGBro138",0.93041138023837,1,0.334756050996069,0.336,"Zwinbosjes2018"
"594","AGBro144",12.7941230486685,15,0.618196165633465,0.851,"Zwinbosjes2018"
"595","AGBro153",1.55017301038062,6,0.956092346251561,0.923,"Zwinbosjes2018"
"596","AGBro16",0.078125,1,0.779854617964919,1,"Zwinbosjes2018"
"597","AGBro161",1.27488032249937,3,0.735106458016569,0.805,"Zwinbosjes2018"
"598","AGBro20",0.131482834185537,1,0.716899512979824,1,"Zwinbosjes2018"
"599","AGBro218",0,1,1,1,"Zwinbosjes2018"
"600","AGBro227",2.12576185521035,3,0.546718572090464,0.418,"Zwinbosjes2018"
"601","AGBro234",0.62546969638517,3,0.89057770928308,0.905,"Zwinbosjes2018"
"602","AGBro266",0.246913580246914,1,0.619256754176862,1,"Zwinbosjes2018"
"603","AGBro299",5.15941670785961,6,0.523535527527297,0.562,"Zwinbosjes2018"
"604","AGBro307",0.0453514739229026,1,0.831359055457996,1,"Zwinbosjes2018"
"605","AGBro32",1.72839506172839,3,0.630639484590267,0.528,"Zwinbosjes2018"
"606","AGBro337",0.314100509546641,1,0.575174781853156,1,"Zwinbosjes2018"
"607","AGBro35",2.32097572756913,1,0.127639939233524,0.131,"Zwinbosjes2018"
"608","AGBro375",0.125718696240867,1,0.722913010173955,0.713,"Zwinbosjes2018"
"609","AGBro403",12.0275329066538,21,0.938871553729466,0.902,"Zwinbosjes2018"
"610","AGBro419",20.9778911564626,10,0.021248260644091,0.362,"Zwinbosjes2018"
"611","AGBro467",41.9262782401902,10,7.72858014164157e-06,0.062,"Zwinbosjes2018"
"612","AGBro480",4.88527576319784,6,0.558609488812402,0.599,"Zwinbosjes2018"
"613","AGBro487",0.899908172635446,3,0.825449969044708,1,"Zwinbosjes2018"
"614","AGBro57",0.0131492439184747,1,0.908706572535466,1,"Zwinbosjes2018"
"615","AGBro76",2.42202268431002,3,0.489548273465016,0.45,"Zwinbosjes2018"
"616","AGBro9",28.2561728395062,36,0.817945992670074,0.849,"Zwinbosjes2018"
"617","AGBro110",1.6408415217939,3,0.650165139026292,0.613,"Ter Yde West2018"
"618","AGBro111",19.5138888888889,10,0.0342006015255031,0.007,"Ter Yde West2018"
"619","AGBro116",3.33333333333333,3,0.343030146138244,0.281,"Ter Yde West2018"
"620","AGBro12",0.72814310909549,3,0.866565282474116,1,"Ter Yde West2018"
"621","AGBro138",0.123456790123457,1,0.725315148237577,1,"Ter Yde West2018"
"622","AGBro144",13.75,21,0.88009630608605,0.67,"Ter Yde West2018"
"623","AGBro153",1.83673469387755,3,0.606973866669387,0.639,"Ter Yde West2018"
"624","AGBro16",0.0277008310249308,1,0.867814107693651,1,"Ter Yde West2018"
"625","AGBro161",4.44444444444444,6,0.616761218583876,0.56,"Ter Yde West2018"
"626","AGBro20",0.0277008310249308,1,0.867814107693651,1,"Ter Yde West2018"
"627","AGBro218",1.83673469387755,1,0.175334143776601,0.495,"Ter Yde West2018"
"628","AGBro227",1.51715976331361,3,0.678315566659678,0.317,"Ter Yde West2018"
"629","AGBro234",1.46394557823129,3,0.690616316868703,0.8,"Ter Yde West2018"
"630","AGBro266",1.11111111111111,1,0.291840545143789,1,"Ter Yde West2018"
"631","AGBro299",1.13378684807256,3,0.768924694354939,0.662,"Ter Yde West2018"
"632","AGBro307",1.83673469387755,1,0.175334143776601,0.464,"Ter Yde West2018"
"633","AGBro32",2.33471074380165,3,0.5059038829522,0.299,"Ter Yde West2018"
"634","AGBro337",0.277777777777778,1,0.598161452683528,0.564,"Ter Yde West2018"
"635","AGBro35",3.40277777777778,1,0.0650867264927669,0.093,"Ter Yde West2018"
"636","AGBro375",0.4,1,0.527089256865538,0.457,"Ter Yde West2018"
"637","AGBro403",21.875,21,0.40674364913451,0.479,"Ter Yde West2018"
"638","AGBro419",2.92570677186062,3,0.403222137551622,0.134,"Ter Yde West2018"
"639","AGBro467",17.7777777777778,15,0.27452863513945,0.192,"Ter Yde West2018"
"640","AGBro480",8.19444444444444,6,0.224201182559698,0.154,"Ter Yde West2018"
"641","AGBro487",4.73140495867769,6,0.578694624254511,0.505,"Ter Yde West2018"
"642","AGBro57",2.25,1,0.133614402537715,0.146,"Ter Yde West2018"
"643","AGBro76",1.94731404958678,3,0.583413557246873,0.743,"Ter Yde West2018"
"644","AGBro9",16.2621315192744,15,0.364847417568518,0.329,"Ter Yde West2018"
"645","AGBro110",2.98,3,0.394719072919059,0.586,"Plaatsduinen2018"
"646","AGBro111",14.1333333333333,10,0.166996280530942,0.215,"Plaatsduinen2018"
"647","AGBro116",5.9373150887574,6,0.430248652003933,0.66,"Plaatsduinen2018"
"648","AGBro12",7.32216066481994,6,0.292078582045447,0.399,"Plaatsduinen2018"
"649","AGBro138",1.20987654320988,1,0.271356573571598,0.262,"Plaatsduinen2018"
"650","AGBro144",26.3820861678005,15,0.03419331414017,0.183,"Plaatsduinen2018"
"651","AGBro153",0.263011713561164,3,0.966827930448928,1,"Plaatsduinen2018"
"652","AGBro16",0,0,1,1,"Plaatsduinen2018"
"653","AGBro161",3.19952662721894,6,0.783419654291574,0.644,"Plaatsduinen2018"
"654","AGBro20",0.148760330578512,1,0.699722856696672,1,"Plaatsduinen2018"
"655","AGBro218",0.444760125725663,1,0.504833848245638,0.636,"Plaatsduinen2018"
"656","AGBro227",37.2098765432099,15,0.0011791633856344,0.318,"Plaatsduinen2018"
"657","AGBro234",2.73864247640471,3,0.433700302926407,0.408,"Plaatsduinen2018"
"658","AGBro266",3.9421000266932,1,0.0470919553567656,0.095,"Plaatsduinen2018"
"659","AGBro299",13.125,6,0.0410933284423423,0.06,"Plaatsduinen2018"
"660","AGBro307",1.90125,1,0.167938470988012,0.184,"Plaatsduinen2018"
"661","AGBro32",0.0758981278461799,1,0.782935084421737,1,"Plaatsduinen2018"
"662","AGBro337",1.20987654320988,1,0.271356573571598,0.259,"Plaatsduinen2018"
"663","AGBro35",13.0617283950617,1,0.000301391184946431,0,"Plaatsduinen2018"
"664","AGBro375",4.5,1,0.0338948535246892,0.043,"Plaatsduinen2018"
"665","AGBro403",15.9444471612304,21,0.77276426107559,0.531,"Plaatsduinen2018"
"666","AGBro419",6.37543252595156,3,0.0947067354756829,0.051,"Plaatsduinen2018"
"667","AGBro467",23.94,21,0.295974791450372,0.111,"Plaatsduinen2018"
"668","AGBro480",2.10396975425331,6,0.909892337203756,0.838,"Plaatsduinen2018"
"669","AGBro487",0.3762,3,0.945113923412264,1,"Plaatsduinen2018"
"670","AGBro57",18,1,2.20904969986391e-05,0.002,"Plaatsduinen2018"
"671","AGBro76",1.44,3,0.696185872403128,0.83,"Plaatsduinen2018"
"672","AGBro9",32.45,21,0.0526828316318539,0.03,"Plaatsduinen2018"
"673","AGBro110",1.92979591836735,3,0.587104902127848,0.516,"Westhoek Zuid2018"
"674","AGBro111",36.3333333333333,21,0.0200527877447181,0.041,"Westhoek Zuid2018"
"675","AGBro116",9.65553719008265,3,0.0217329958374115,0.006,"Westhoek Zuid2018"
"676","AGBro12",36.0592592592593,15,0.00173333337682857,0.005,"Westhoek Zuid2018"
"677","AGBro138",0.148148148148148,1,0.70031137293689,1,"Westhoek Zuid2018"
"678","AGBro144",10.9866666666667,15,0.753538974940823,0.464,"Westhoek Zuid2018"
"679","AGBro153",5.75591715976331,3,0.124108442352162,0.137,"Westhoek Zuid2018"
"680","AGBro16",0,0,1,1,"Westhoek Zuid2018"
"681","AGBro161",1.89164201183432,3,0.595198432879755,0.468,"Westhoek Zuid2018"
"682","AGBro20",0,0,1,1,"Westhoek Zuid2018"
"683","AGBro218",7.50379490639231,3,0.0574610247307692,0.027,"Westhoek Zuid2018"
"684","AGBro227",24.2991689750693,10,0.00684469265839394,0.162,"Westhoek Zuid2018"
"685","AGBro234",2.18294051627385,3,0.535316369489419,0.588,"Westhoek Zuid2018"
"686","AGBro266",4.6875,1,0.0303828219765775,0.037,"Westhoek Zuid2018"
"687","AGBro299",1.1912925170068,3,0.755093474525332,0.601,"Westhoek Zuid2018"
"688","AGBro307",6.69421487603306,1,0.00967262549412173,0.033,"Westhoek Zuid2018"
"689","AGBro32",0.818181818181818,1,0.365712296281513,0.585,"Westhoek Zuid2018"
"690","AGBro337",0.148148148148148,1,0.70031137293689,1,"Westhoek Zuid2018"
"691","AGBro35",10,1,0.0015654022580025,0.036,"Westhoek Zuid2018"
"692","AGBro375",0.912592592592593,3,0.82238791222934,0.576,"Westhoek Zuid2018"
"693","AGBro403",25.71,10,0.00415043284431571,0.009,"Westhoek Zuid2018"
"694","AGBro419",1.79591836734694,3,0.615823547402043,0.641,"Westhoek Zuid2018"
"695","AGBro467",19.7932098765432,21,0.534391333359906,0.8,"Westhoek Zuid2018"
"696","AGBro480",1.87190170185721,1,0.171257434085255,0.204,"Westhoek Zuid2018"
"697","AGBro487",24.8533333333333,6,0.000363476268958607,0.042,"Westhoek Zuid2018"
"698","AGBro57",3.7037037037037,1,0.0542918283668546,0.1,"Westhoek Zuid2018"
"699","AGBro76",2.1375,6,0.906628167490787,0.829,"Westhoek Zuid2018"
"700","AGBro9",8.1,15,0.919710972045936,0.987,"Westhoek Zuid2018"
"701","AGBro110",5.48429752066116,6,0.483356591263437,0.503,"Geel-Bel2020"
"702","AGBro111",2.75848765432099,6,0.838491167267638,1,"Geel-Bel2020"
"703","AGBro116",1.87310979618672,3,0.599156082284603,0.807,"Geel-Bel2020"
"704","AGBro12",28.8566666666667,28,0.419824822914028,0.063,"Geel-Bel2020"
"705","AGBro138",0.0249433106575964,1,0.874508401253085,1,"Geel-Bel2020"
"706","AGBro144",2.76693636034295,6,0.837478595339811,0.684,"Geel-Bel2020"
"707","AGBro153",0.54320987654321,3,0.909300853994827,1,"Geel-Bel2020"
"708","AGBro16",8.58906525573192,6,0.198041528691593,0.199,"Geel-Bel2020"
"709","AGBro161",3.91510204081633,3,0.270778711268018,0.227,"Geel-Bel2020"
"710","AGBro20",0.0249433106575964,1,0.874508401253085,1,"Geel-Bel2020"
"711","AGBro218",3.69473279507882,1,0.054584524594833,0.164,"Geel-Bel2020"
"712","AGBro227",1.11111111111111,3,0.774392516971433,1,"Geel-Bel2020"
"713","AGBro234",2.18294051627385,3,0.535316369489419,0.585,"Geel-Bel2020"
"714","AGBro266",2.44444444444444,3,0.485414927734592,0.204,"Geel-Bel2020"
"715","AGBro299",2.0625,3,0.559536441313357,0.324,"Geel-Bel2020"
"716","AGBro307",10.4,3,0.0154548272168578,0.001,"Geel-Bel2020"
"717","AGBro32",0.7975,3,0.850064906561763,0.583,"Geel-Bel2020"
"718","AGBro337",0.933333333333333,3,0.81737715860741,0.789,"Geel-Bel2020"
"719","AGBro35",6.04276816608997,1,0.0139633731354741,0.043,"Geel-Bel2020"
"720","AGBro375",2.39555555555556,1,0.121680515285649,0.493,"Geel-Bel2020"
"721","AGBro403",25.8988888888889,21,0.210330677670214,0.055,"Geel-Bel2020"
"722","AGBro419",0.00102030405060709,1,0.974518146188997,1,"Geel-Bel2020"
"723","AGBro467",4.88165680473373,10,0.898941860458892,1,"Geel-Bel2020"
"724","AGBro480",3.225,3,0.358218394627564,0.409,"Geel-Bel2020"
"725","AGBro487",0.0249433106575964,1,0.874508401253085,1,"Geel-Bel2020"
"726","AGBro57",8,1,0.00467773498104729,0.004,"Geel-Bel2020"
"727","AGBro76",0.54320987654321,3,0.909300853994827,1,"Geel-Bel2020"
"728","AGBro9",19.5555555555556,10,0.0337479667948802,0.05,"Geel-Bel2020"
"729","AGBro110",3.77741967375185,6,0.706767432727619,0.655,"Kopberg2020"
"730","AGBro111",18.208928083054,15,0.251840968858498,0.512,"Kopberg2020"
"731","AGBro116",10.4543895747599,3,0.0150735124833566,0.012,"Kopberg2020"
"732","AGBro12",47.486710841606,28,0.0121629190538038,0.056,"Kopberg2020"
"733","AGBro138",0.0131492439184747,1,0.908706572535466,1,"Kopberg2020"
"734","AGBro144",4.90635108481262,6,0.555879310797616,0.376,"Kopberg2020"
"735","AGBro153",4.34259259259259,3,0.226767781361167,0.181,"Kopberg2020"
"736","AGBro16",0.383491599707816,3,0.943631229895559,1,"Kopberg2020"
"737","AGBro161",5.33504132231405,3,0.148844705441265,0.13,"Kopberg2020"
"738","AGBro20",0.0124925639500297,1,0.911005664836226,1,"Kopberg2020"
"739","AGBro218",11.2562350780533,1,0.000793560028131135,0.024,"Kopberg2020"
"740","AGBro227",1.96875,10,0.996574093386039,0.742,"Kopberg2020"
"741","AGBro234",5.03195767195767,3,0.169471947706356,0.155,"Kopberg2020"
"742","AGBro266",0.00194156804733725,1,0.964854004235326,1,"Kopberg2020"
"743","AGBro299",8.18277737196656,1,0.00422899616877548,0.086,"Kopberg2020"
"744","AGBro307",7.6125,3,0.054737225144451,0.012,"Kopberg2020"
"745","AGBro32",2.23528757661187,3,0.525031304386279,0.497,"Kopberg2020"
"746","AGBro337",3.03673469387755,3,0.385996013770802,0.367,"Kopberg2020"
"747","AGBro35",17.0544996539792,1,3.63222063527457e-05,0,"Kopberg2020"
"748","AGBro375",7.38946559015763,1,0.00656069785845581,0.029,"Kopberg2020"
"749","AGBro403",12.5,10,0.252985323309298,0.195,"Kopberg2020"
"750","AGBro419",0.125718696240867,1,0.722913010173955,0.66,"Kopberg2020"
"751","AGBro467",16.6825208085612,15,0.338194813176751,0.298,"Kopberg2020"
"752","AGBro480",0.899908172635446,1,0.342806334629711,0.677,"Kopberg2020"
"753","AGBro487",14.3393824826717,3,0.00247777183701048,0.007,"Kopberg2020"
"754","AGBro57",9.453125,1,0.00210789659663868,0.007,"Kopberg2020"
"755","AGBro76",2.53037037037037,3,0.469827471863849,0.335,"Kopberg2020"
"756","AGBro9",15.4412672176309,21,0.800177129962371,0.619,"Kopberg2020"
"757","AGBro110",4.06666666666667,6,0.66765489240909,0.502,"Keiheuvel2020"
"758","AGBro111",7.85777777777778,6,0.248709183316446,0.169,"Keiheuvel2020"
"759","AGBro116",0.123456790123457,1,0.725315148237577,1,"Keiheuvel2020"
"760","AGBro12",15.4666666666667,15,0.418353574540814,0.481,"Keiheuvel2020"
"761","AGBro138",0.163265306122449,1,0.686167849855239,1,"Keiheuvel2020"
"762","AGBro144",8.54875283446712,6,0.200591036222299,0.388,"Keiheuvel2020"
"763","AGBro153",3.69473279507882,1,0.054584524594833,0.176,"Keiheuvel2020"
"764","AGBro16",2.89940828402367,3,0.40739587262931,0.639,"Keiheuvel2020"
"765","AGBro161",0.64,3,0.887217281585166,1,"Keiheuvel2020"
"766","AGBro20",0,0,1,1,"Keiheuvel2020"
"767","AGBro218",0.625,1,0.429195300440349,1,"Keiheuvel2020"
"768","AGBro227",1.92743764172336,3,0.587603022112265,0.674,"Keiheuvel2020"
"769","AGBro234",1.35308641975309,3,0.716567416816841,0.719,"Keiheuvel2020"
"770","AGBro266",0.277777777777778,1,0.598161452683528,0.565,"Keiheuvel2020"
"771","AGBro299",0.311418685121107,3,0.957866822244294,1,"Keiheuvel2020"
"772","AGBro307",3.6734693877551,3,0.298950767021456,0.313,"Keiheuvel2020"
"773","AGBro32",2.8125,3,0.421446326178102,0.553,"Keiheuvel2020"
"774","AGBro337",2.89940828402367,3,0.40739587262931,0.511,"Keiheuvel2020"
"775","AGBro35",2.7225,1,0.098942936067296,0.16,"Keiheuvel2020"
"776","AGBro375",0.4,1,0.527089256865538,0.494,"Keiheuvel2020"
"777","AGBro403",30.5325443786982,15,0.0101396317262872,0.041,"Keiheuvel2020"
"778","AGBro419",0.0978142736384495,1,0.754468526649911,1,"Keiheuvel2020"
"779","AGBro467",2.89940828402367,6,0.821362173311465,1,"Keiheuvel2020"
"780","AGBro480",1.7151311090705,1,0.1903209864388,0.508,"Keiheuvel2020"
"781","AGBro487",12.0444444444444,6,0.060984616337164,0.004,"Keiheuvel2020"
"782","AGBro57",0.311418685121107,1,0.576810925536172,1,"Keiheuvel2020"
"783","AGBro76",3.95555555555555,3,0.266303493119793,0.101,"Keiheuvel2020"
"784","AGBro9",30.2040816326531,21,0.0879630950553492,0.001,"Keiheuvel2020"
"785","AGBro110",9.44636678200692,3,0.0239088263763253,0.168,"Kortenhoeff-NL2020"
"786","AGBro111",3.55621301775148,3,0.313544330526961,0.25,"Kortenhoeff-NL2020"
"787","AGBro116",3.285,3,0.349735827889523,0.126,"Kortenhoeff-NL2020"
"788","AGBro12",13.9,10,0.177601981373213,0.378,"Kortenhoeff-NL2020"
"789","AGBro138",5.28402766065104,1,0.0215219067408339,0.037,"Kortenhoeff-NL2020"
"790","AGBro144",0.348943985307622,3,0.950575239150192,1,"Kortenhoeff-NL2020"
"791","AGBro153",0.00102030405060709,1,0.974518146188997,1,"Kortenhoeff-NL2020"
"792","AGBro16",2.34,3,0.504901308189213,0.504,"Kortenhoeff-NL2020"
"793","AGBro161",0.36,1,0.548506235500147,1,"Kortenhoeff-NL2020"
"794","AGBro20",0,0,1,1,"Kortenhoeff-NL2020"
"795","AGBro218",0,1,1,1,"Kortenhoeff-NL2020"
"796","AGBro227",3.57208448117539,3,0.311532644070653,0.217,"Kortenhoeff-NL2020"
"797","AGBro234",0.0311418685121107,1,0.859924253238214,1,"Kortenhoeff-NL2020"
"798","AGBro266",1.40625,1,0.235679913429038,0.315,"Kortenhoeff-NL2020"
"799","AGBro299",0.0311418685121107,1,0.859924253238214,1,"Kortenhoeff-NL2020"
"800","AGBro307",5.7825,3,0.122685118149588,0.08,"Kortenhoeff-NL2020"
"801","AGBro32",0.0226757369614513,1,0.880303370447462,1,"Kortenhoeff-NL2020"
"802","AGBro337",0.0277008310249308,1,0.867814107693651,1,"Kortenhoeff-NL2020"
"803","AGBro35",1.55188246097337,1,0.212857753697881,0.237,"Kortenhoeff-NL2020"
"804","AGBro375",0.734693877551021,1,0.391365938307552,1,"Kortenhoeff-NL2020"
"805","AGBro403",2.1,6,0.910275569875393,1,"Kortenhoeff-NL2020"
"806","AGBro419",3.87777777777778,3,0.274967966060002,0.173,"Kortenhoeff-NL2020"
"807","AGBro467",0.924444444444444,3,0.819525152002243,1,"Kortenhoeff-NL2020"
"808","AGBro480",0.734693877551021,3,0.865014827795268,1,"Kortenhoeff-NL2020"
"809","AGBro487",6.17777777777778,6,0.403573011354165,0.447,"Kortenhoeff-NL2020"
"810","AGBro57",3.40277777777778,1,0.0650867264927669,0.091,"Kortenhoeff-NL2020"
"811","AGBro76",0.123456790123457,1,0.725315148237577,1,"Kortenhoeff-NL2020"
"812","AGBro9",3.18641975308642,6,0.785111745664831,0.631,"Kortenhoeff-NL2020"
"813","AGBro110",1.94444444444444,3,0.584017155299992,0.566,"Kalmthout12020"
"814","AGBro111",3.85,10,0.953860112966884,0.869,"Kalmthout12020"
"815","AGBro116",0.48,1,0.488422316622594,1,"Kalmthout12020"
"816","AGBro12",14.85,15,0.462275063508092,0.449,"Kalmthout12020"
"817","AGBro138",0.54320987654321,1,0.461105485525426,1,"Kalmthout12020"
"818","AGBro144",15.1640816326531,6,0.0190182090117289,0.051,"Kalmthout12020"
"819","AGBro153",2.18294051627385,3,0.535316369489419,0.58,"Kalmthout12020"
"820","AGBro16",0.285039635688986,3,0.962817119108731,1,"Kalmthout12020"
"821","AGBro161",0.782222222222222,1,0.376462365767638,0.56,"Kalmthout12020"
"822","AGBro20",0.0249433106575964,1,0.874508401253085,1,"Kalmthout12020"
"823","AGBro218",2,1,0.157299207050285,0.18,"Kalmthout12020"
"824","AGBro227",0.123456790123457,1,0.725315148237577,1,"Kalmthout12020"
"825","AGBro234",6.02083333333333,3,0.110601025707489,0.212,"Kalmthout12020"
"826","AGBro266",4.14742997845491,1,0.0416977662369904,0.156,"Kalmthout12020"
"827","AGBro299",0.274238227146814,3,0.964798447467566,1,"Kalmthout12020"
"828","AGBro307",0.4,1,0.527089256865538,0.47,"Kalmthout12020"
"829","AGBro32",1.18530612244898,1,0.276278415808018,0.307,"Kalmthout12020"
"830","AGBro337",4.59863945578231,1,0.0319973393763915,0.131,"Kalmthout12020"
"831","AGBro35",4.05484693877551,1,0.0440447116472535,0.065,"Kalmthout12020"
"832","AGBro375",0.148148148148148,1,0.70031137293689,1,"Kalmthout12020"
"833","AGBro403",20.5037037037037,10,0.0248327690557995,0.002,"Kalmthout12020"
"834","AGBro419",11.3150295857988,3,0.0101388409526708,0.018,"Kalmthout12020"
"835","AGBro467",6.83360946745562,10,0.74105433048436,0.66,"Kalmthout12020"
"836","AGBro480",3.05333333333333,3,0.383475098841968,0.275,"Kalmthout12020"
"837","AGBro487",1.94721088435374,3,0.583435249916579,0.515,"Kalmthout12020"
"838","AGBro57",0.140625,1,0.707660466654553,1,"Kalmthout12020"
"839","AGBro76",8.59074990943123,6,0.197935580655529,0.317,"Kalmthout12020"
"840","AGBro9",18.4027777777778,10,0.0485377103380721,0.091,"Kalmthout12020"
"841","AGBro110",2.33471074380165,3,0.5059038829522,0.319,"Hamont-Achel12020"
"842","AGBro111",1.11111111111111,3,0.774392516971433,1,"Hamont-Achel12020"
"843","AGBro116",0.226757369614513,3,0.973158355637674,1,"Hamont-Achel12020"
"844","AGBro12",0.8,3,0.849467033391825,0.846,"Hamont-Achel12020"
"845","AGBro138",0,0,1,1,"Hamont-Achel12020"
"846","AGBro144",6.9,3,0.0751543425637877,0.087,"Hamont-Achel12020"
"847","AGBro153",3.95555555555556,3,0.266303493119793,0.224,"Hamont-Achel12020"
"848","AGBro16",0.0277008310249308,1,0.867814107693651,1,"Hamont-Achel12020"
"849","AGBro161",3.49,3,0.322061405149201,0.173,"Hamont-Achel12020"
"850","AGBro20",0,0,1,1,"Hamont-Achel12020"
"851","AGBro218",1.11111111111111,1,0.291840545143789,1,"Hamont-Achel12020"
"852","AGBro227",0.311418685121107,1,0.576810925536172,1,"Hamont-Achel12020"
"853","AGBro234",2.06611570247934,3,0.558798144118013,1,"Hamont-Achel12020"
"854","AGBro266",1.55188246097337,1,0.212857753697881,0.257,"Hamont-Achel12020"
"855","AGBro299",4.44444444444444,6,0.616761218583876,0.568,"Hamont-Achel12020"
"856","AGBro307",1.51927437641723,3,0.677829012424905,0.662,"Hamont-Achel12020"
"857","AGBro32",0.625,1,0.429195300440349,1,"Hamont-Achel12020"
"858","AGBro337",0.311418685121107,1,0.576810925536172,1,"Hamont-Achel12020"
"859","AGBro35",5.37777777777778,1,0.0203948401833759,0.049,"Hamont-Achel12020"
"860","AGBro375",1.7151311090705,1,0.1903209864388,0.522,"Hamont-Achel12020"
"861","AGBro403",2.87419651056015,3,0.411431038142486,0.641,"Hamont-Achel12020"
"862","AGBro419",0.277777777777778,1,0.598161452683528,0.58,"Hamont-Achel12020"
"863","AGBro467",0.4,1,0.527089256865538,1,"Hamont-Achel12020"
"864","AGBro480",6.68639053254438,3,0.0825945520220657,0.158,"Hamont-Achel12020"
"865","AGBro487",2.8125,3,0.421446326178103,0.443,"Hamont-Achel12020"
"866","AGBro57",9,1,0.00269979606326021,0.023,"Hamont-Achel12020"
"867","AGBro76",1.11111111111111,1,0.291840545143789,1,"Hamont-Achel12020"
"868","AGBro9",14.5833333333333,15,0.481825416001424,0.635,"Hamont-Achel12020"
"869","AGBro110",2.5974025974026,3,0.45794508707331,0.578,"Wetteren2020"
"870","AGBro111",3.99448515052571,10,0.94759542422601,0.794,"Wetteren2020"
"871","AGBro116",1.28355555555556,1,0.257238985181026,0.337,"Wetteren2020"
"872","AGBro12",8.27392290249433,3,0.0406771082108096,0.11,"Wetteren2020"
"873","AGBro138",1.97551020408163,1,0.159864197547973,0.262,"Wetteren2020"
"874","AGBro144",3.4848,6,0.745990879513432,0.862,"Wetteren2020"
"875","AGBro153",2.48979591836735,3,0.47713801231305,0.823,"Wetteren2020"
"876","AGBro16",0,0,1,1,"Wetteren2020"
"877","AGBro161",2.2283950617284,6,0.89754057135616,1,"Wetteren2020"
"878","AGBro20",0,0,1,1,"Wetteren2020"
"879","AGBro218",2.2032,3,0.531318346067735,0.645,"Wetteren2020"
"880","AGBro227",0.591715976331361,3,0.898326165246454,1,"Wetteren2020"
"881","AGBro234",3.45867768595041,3,0.326161164953981,0.439,"Wetteren2020"
"882","AGBro266",0.139591836734694,1,0.708687119374357,1,"Wetteren2020"
