"populations" "actual" "lower" "upper"
"64" "Astridlaan_506,  vs  HB-Oost_241," -0.0048 -0.0436 0.0536
"65" "Astridlaan_506,  vs  HB-Pylyserlaan_201," -0.0196 -0.057 0.0361
"66" "Astridlaan_506,  vs  Kalmthout_D84," 0.083 0.0257 0.1581
"67" "Astridlaan_506,  vs  Karthuizerduinen_T77," -0.0226 -0.0585 0.0348
"68" "Astridlaan_506,  vs  Keiheuvel_D51," 0.0952 0.0406 0.1759
"69" "Astridlaan_506,  vs  Kopberg_D24," 0.0504 0.0079 0.1094
"70" "Astridlaan_506,  vs  Kortenhoeff-NL_D61," 0.1448 0.0765 0.2405
"71" "Astridlaan_506,  vs  Lagland_W28," 0.1171 0.0628 0.1844
"72" "Astridlaan_506,  vs  MtStFrieux_667," 0.0107 -0.0301 0.0701
"73" "Astridlaan_506,  vs  Oosthoekduinen_89," -0.0129 -0.0524 0.05
"74" "Astridlaan_506,  vs  Oostvoordduinen_T78," -0.025 -0.0626 0.0281
"75" "Astridlaan_506,  vs  Plaatsduinen_440," -0.0155 -0.0555 0.0393
"76" "Astridlaan_506,  vs  Raversijde1_G38," 2e-04 -0.054 0.0768
"77" "Astridlaan_506,  vs  Raversijde2_G253," -0.0135 -0.0626 0.0586
"78" "Astridlaan_506,  vs  Sangatte_687," -0.018 -0.0558 0.0353
"79" "Astridlaan_506,  vs  Schipgatduinen_T41," -0.0096 -0.0542 0.0494
"80" "Astridlaan_506,  vs  Simliduinen_473," -0.0248 -0.0647 0.0417
"81" "Astridlaan_506,  vs  Sint-Laureins1_G91," -0.0139 -0.0639 0.0571
"82" "Astridlaan_506,  vs  Sint-Laureins2_G84," -0.0262 -0.0773 0.0511
"83" "Astridlaan_506,  vs  Slack_632," 0.0265 -0.0126 0.0795
"84" "Astridlaan_506,  vs  SpanjaardduinenOostende_G153," -0.0215 -0.0733 0.0543
"85" "Astridlaan_506,  vs  TerYdeIWVA_407," -0.0283 -0.071 0.0287
